id,essay_id,of1,of2,of3,of4,of5,of6,cf1,cf2,cf3,cf4,cf5,cf6,ef1,ef2,ef3,ef4,ef5,ef6,af1,af2,af3,af4,af5,af6,nf1,nf2,nf3,nf4,nf5,nf6,model,temperature,input_tokens,output_tokens
12,2,1,2,6,4,5,4,3,2,4,3,3,5,6,7,2,5,2,3,6,5,2,6,7,5,6,1,5,7,7,6,gemini-2.5-flash,0,1441,2281
13,2,1,2,6,4,5,4,3,2,4,3,3,5,6,7,2,5,2,3,6,5,2,6,7,5,6,1,5,7,7,6,gemini-2.5-flash,0,1441,2281
14,2,1,1,4,2,5,2,4,2,5,3,5,6,6,6,2,4,2,3,6,8,1,5,8,2,5,1,5,8,8,6,gemini-2.5-flash,0,1441,2533
15,2,1,1,4,2,5,2,4,2,5,3,5,6,6,6,2,4,2,3,6,8,1,5,8,2,5,1,5,8,8,6,gemini-2.5-flash,0,1441,2533
16,3,2,3,8,4,9,4,3,1,4,6,2,1,3,4,3,5,2,4,5,2,1,2,5,4,8,3,5,8,9,7,gemini-2.5-flash,0,1489,2819
17,3,7,5,7,4,9,3,4,1,3,4,2,1,3,2,6,7,3,5,5,7,1,1,4,2,7,3,4,7,9,7,gemini-2.5-flash,0,1489,3160
18,3,2,3,8,4,9,4,3,1,4,6,2,1,3,4,3,5,2,4,5,2,1,2,5,4,8,3,5,8,9,7,gemini-2.5-flash,0,1489,2819
19,3,2,3,8,4,9,4,3,1,4,6,2,1,3,4,3,5,2,4,5,2,1,2,5,4,8,3,5,8,9,7,gemini-2.5-flash,0,1489,2819
20,3,7,5,7,4,9,3,4,1,3,4,2,1,3,2,6,7,3,5,5,7,1,1,4,2,7,3,4,7,9,7,gemini-2.5-flash,0,1489,3160
21,4,3,1,9,4,5,6,7,5,6,6,4,6,7,8,3,7,9,8,7,6,2,1,3,7,9,1,1,8,6,9,gemini-2.5-flash,0,1045,1995
22,4,3,1,9,4,5,6,7,5,6,6,4,6,7,8,3,7,9,8,7,6,2,1,3,7,9,1,1,8,6,9,gemini-2.5-flash,0,1045,1995
23,4,6,1,9,4,4,6,7,3,6,6,5,5,8,7,3,7,6,8,7,6,2,3,4,8,8,1,1,8,7,8,gemini-2.5-flash,0,1045,1937
24,4,3,1,9,4,5,6,7,5,6,6,4,6,7,8,3,7,9,8,7,6,2,1,3,7,9,1,1,8,6,9,gemini-2.5-flash,0,1045,1995
25,4,3,1,9,4,5,6,7,5,6,6,4,6,7,8,3,7,9,8,7,6,2,1,3,7,9,1,1,8,6,9,gemini-2.5-flash,0,1045,1995
26,5,1,2,6,5,6,5,5,2,7,7,6,6,6,5,6,6,6,6,5,8,3,6,5,3,7,3,3,8,8,7,gemini-2.5-flash,0,1779,2397
27,5,1,2,6,5,6,5,5,2,7,7,6,6,6,5,6,6,6,6,5,8,3,6,5,3,7,3,3,8,8,7,gemini-2.5-flash,0,1779,2397
28,5,1,2,6,5,6,5,5,2,7,7,6,6,6,5,6,6,6,6,5,8,3,6,5,3,7,3,3,8,8,7,gemini-2.5-flash,0,1779,2397
29,5,1,2,6,5,6,5,5,2,7,7,6,6,6,5,6,6,6,6,5,8,3,6,5,3,7,3,3,8,8,7,gemini-2.5-flash,0,1779,2397
30,5,1,2,6,5,6,5,5,2,7,7,6,6,6,5,6,6,6,6,5,8,3,6,5,3,7,3,3,8,8,7,gemini-2.5-flash,0,1779,2397
31,6,8,7,7,6,8,6,3,2,5,4,2,5,6,7,5,6,3,7,5,8,3,5,7,7,4,3,4,6,9,7,gemini-2.5-flash,0,1480,2430
32,6,8,7,7,6,8,6,3,2,5,4,2,5,6,7,5,6,3,7,5,8,3,5,7,7,4,3,4,6,9,7,gemini-2.5-flash,0,1480,2430
33,6,8,7,8,6,9,5,5,2,6,6,3,7,7,6,5,5,6,7,5,7,3,6,7,7,5,3,6,8,7,8,gemini-2.5-flash,0,1480,2811
34,6,8,7,7,6,8,6,3,2,5,4,2,5,6,7,5,6,3,7,5,8,3,5,7,7,4,3,4,6,9,7,gemini-2.5-flash,0,1480,2430
35,6,8,7,7,6,8,6,3,2,5,4,2,5,6,7,5,6,3,7,5,8,3,5,7,7,4,3,4,6,9,7,gemini-2.5-flash,0,1480,2430
36,7,4,1,6,5,7,6,5,2,6,5,3,2,2,1,6,5,3,7,3,8,1,6,3,2,4,3,2,8,8,4,gemini-2.5-flash,0,1406,2500
37,7,4,1,6,5,7,6,5,2,6,5,3,2,2,1,6,5,3,7,3,8,1,6,3,2,4,3,2,8,8,4,gemini-2.5-flash,0,1406,2500
38,7,2,1,5,4,9,7,6,1,6,5,6,7,3,2,6,5,3,6,4,8,1,6,5,3,5,1,1,8,8,6,gemini-2.5-flash,0,1406,2275
39,7,2,1,5,4,9,7,6,1,6,5,6,7,3,2,6,5,3,6,4,8,1,6,5,3,5,1,1,8,8,6,gemini-2.5-flash,0,1406,2275
40,7,2,1,5,4,9,7,6,1,6,5,6,7,3,2,6,5,3,6,4,8,1,6,5,3,5,1,1,8,8,6,gemini-2.5-flash,0,1406,2275
41,8,1,6,8,5,4,6,5,7,4,6,5,5,6,2,8,6,2,4,2,9,1,2,2,4,7,9,5,2,7,7,gemini-2.5-flash,0,1161,2121
42,8,1,7,8,5,6,6,3,3,6,7,5,6,6,3,8,6,4,3,2,9,1,4,2,4,8,9,3,2,7,7,gemini-2.5-flash,0,1161,2455
43,8,1,7,8,5,6,6,3,3,6,7,5,6,6,3,8,6,4,3,2,9,1,4,2,4,8,9,3,2,7,7,gemini-2.5-flash,0,1161,2455
44,8,1,7,8,5,6,6,3,3,6,7,5,6,6,3,8,6,4,3,2,9,1,4,2,4,8,9,3,2,7,7,gemini-2.5-flash,0,1161,2455
45,8,1,6,8,5,4,6,5,7,4,6,5,5,6,2,8,6,2,4,2,9,1,2,2,4,7,9,5,2,7,7,gemini-2.5-flash,0,1161,2121
46,9,1,1,9,9,2,4,2,1,3,2,2,2,4,5,6,8,6,2,3,8,5,4,7,8,9,8,7,6,7,9,gemini-2.5-flash,0,1168,2036
47,9,1,1,9,7,2,5,2,1,3,1,2,2,4,7,5,8,5,2,2,8,2,2,5,6,9,7,6,5,7,9,gemini-2.5-flash,0,1168,2519
48,9,1,1,9,7,2,5,2,1,3,1,2,2,4,7,5,8,5,2,2,8,2,2,5,6,9,7,6,5,7,9,gemini-2.5-flash,0,1168,2519
49,9,1,1,9,7,2,5,2,1,3,1,2,2,4,7,5,8,5,2,2,8,2,2,5,6,9,7,6,5,7,9,gemini-2.5-flash,0,1168,2519
50,9,1,1,9,7,2,5,2,1,3,1,2,2,4,7,5,8,5,2,2,8,2,2,5,6,9,7,6,5,7,9,gemini-2.5-flash,0,1168,2519
51,10,2,3,8,7,6,5,7,4,3,8,3,7,8,8,5,7,6,5,4,7,8,3,5,7,9,6,5,8,2,9,gemini-2.5-flash,0,1132,2448
52,10,2,3,8,7,6,5,7,4,3,8,3,7,8,8,5,7,6,5,4,7,8,3,5,7,9,6,5,8,2,9,gemini-2.5-flash,0,1132,2448
53,10,2,3,8,7,6,5,7,4,3,8,3,7,8,8,5,7,6,5,4,7,8,3,5,7,9,6,5,8,2,9,gemini-2.5-flash,0,1132,2448
54,10,1,2,9,5,5,6,8,2,2,6,3,5,8,8,4,5,6,5,6,8,8,2,5,8,9,6,6,9,2,9,gemini-2.5-flash,0,1132,2798
55,10,1,2,9,5,5,6,8,2,2,6,3,5,8,8,4,5,6,5,6,8,8,2,5,8,9,6,6,9,2,9,gemini-2.5-flash,0,1132,2798
56,11,1,1,8,2,2,1,4,2,8,5,8,2,1,1,2,4,1,1,3,8,1,8,5,1,5,6,7,2,2,8,gemini-2.5-flash,0,1232,2166
57,11,1,1,8,2,2,1,4,2,8,5,8,2,1,1,2,4,1,1,3,8,1,8,5,1,5,6,7,2,2,8,gemini-2.5-flash,0,1232,2166
58,11,1,1,8,2,2,1,4,2,8,5,8,2,1,1,2,4,1,1,3,8,1,8,5,1,5,6,7,2,2,8,gemini-2.5-flash,0,1232,2166
59,11,1,1,8,2,2,1,4,2,8,5,8,2,1,1,2,4,1,1,3,8,1,8,5,1,5,6,7,2,2,8,gemini-2.5-flash,0,1232,2166
60,11,1,1,8,4,5,2,4,5,8,6,8,2,2,2,2,4,1,1,2,8,1,8,5,2,5,6,6,5,2,8,gemini-2.5-flash,0,1232,2539
61,12,1,1,7,4,8,7,7,8,7,8,8,9,2,3,7,6,6,3,5,8,1,6,4,2,7,3,2,9,1,7,gemini-2.5-flash,0,1487,2171
62,12,1,1,7,5,9,8,6,3,7,8,7,9,2,2,7,6,6,3,4,8,1,7,5,2,8,4,2,9,2,7,gemini-2.5-flash,0,1487,3031
63,12,1,1,7,4,8,7,7,8,7,8,8,9,2,3,7,6,6,3,5,8,1,6,4,2,7,3,2,9,1,7,gemini-2.5-flash,0,1487,2171
64,12,1,1,7,4,8,7,7,8,7,8,8,9,2,3,7,6,6,3,5,8,1,6,4,2,7,3,2,9,1,7,gemini-2.5-flash,0,1487,2171
65,12,1,1,7,5,9,8,6,3,7,8,7,9,2,2,7,6,6,3,4,8,1,7,5,2,8,4,2,9,2,7,gemini-2.5-flash,0,1487,3031
66,13,1,4,8,7,9,6,4,1,6,7,3,2,8,5,3,6,5,7,5,8,4,6,7,7,6,3,4,7,8,8,gemini-2.5-flash,0,1550,2927
67,13,1,4,8,7,9,6,4,1,6,7,3,2,8,5,3,6,5,7,5,8,4,6,7,7,6,3,4,7,8,8,gemini-2.5-flash,0,1550,2927
68,13,1,2,9,5,5,6,5,1,6,6,3,2,8,7,3,5,5,8,6,7,3,6,6,8,6,3,2,6,8,6,gemini-2.5-flash,0,1550,3640
69,13,1,2,9,5,5,6,5,1,6,6,3,2,8,7,3,5,5,8,6,7,3,6,6,8,6,3,2,6,8,6,gemini-2.5-flash,0,1550,3640
70,13,1,2,9,5,5,6,5,1,6,6,3,2,8,7,3,5,5,8,6,7,3,6,6,8,6,3,2,6,8,6,gemini-2.5-flash,0,1550,3640
71,14,1,2,9,6,6,6,5,1,6,6,2,2,8,8,6,8,8,8,6,8,2,5,3,7,6,3,2,8,9,8,gemini-2.5-flash,0,1939,2980
72,14,1,2,8,5,7,6,5,1,5,5,2,7,8,8,6,8,8,7,6,8,2,4,3,7,7,3,2,8,8,8,gemini-2.5-flash,0,1939,2748
73,14,1,2,8,5,7,6,5,1,5,5,2,7,8,8,6,8,8,7,6,8,2,4,3,7,7,3,2,8,8,8,gemini-2.5-flash,0,1939,2748
74,14,1,2,8,5,7,6,5,1,5,5,2,7,8,8,6,8,8,7,6,8,2,4,3,7,7,3,2,8,8,8,gemini-2.5-flash,0,1939,2748
75,14,1,2,9,6,6,6,5,1,6,6,2,2,8,8,6,8,8,8,6,8,2,5,3,7,6,3,2,8,9,8,gemini-2.5-flash,0,1939,2980
76,15,1,2,5,5,7,2,3,5,5,3,3,6,2,3,4,5,8,6,1,8,1,5,8,2,6,1,4,8,7,8,gemini-2.5-flash,0,995,2431
77,15,1,1,5,6,5,4,2,2,5,2,2,2,2,6,2,5,6,6,2,6,1,5,6,1,2,1,1,5,6,2,gemini-2.5-flash,0,995,2794
78,15,1,1,5,6,5,4,2,2,5,2,2,2,2,6,2,5,6,6,2,6,1,5,6,1,2,1,1,5,6,2,gemini-2.5-flash,0,995,2794
79,15,1,2,5,5,7,2,3,5,5,3,3,6,2,3,4,5,8,6,1,8,1,5,8,2,6,1,4,8,7,8,gemini-2.5-flash,0,995,2431
80,15,1,1,5,6,5,4,2,2,5,2,2,2,2,6,2,5,6,6,2,6,1,5,6,1,2,1,1,5,6,2,gemini-2.5-flash,0,995,2794
81,16,6,4,8,7,3,4,3,5,7,4,4,2,3,1,5,8,6,2,3,8,1,5,7,2,7,9,3,5,7,8,gemini-2.5-flash,0,765,2590
82,16,6,4,8,7,3,4,3,5,7,4,4,2,3,1,5,8,6,2,3,8,1,5,7,2,7,9,3,5,7,8,gemini-2.5-flash,0,765,2590
83,16,6,4,7,6,3,5,3,4,7,5,6,5,2,3,6,6,5,2,3,8,1,6,7,2,6,8,4,5,7,7,gemini-2.5-flash,0,765,3250
84,16,6,4,8,7,3,4,3,5,7,4,4,2,3,1,5,8,6,2,3,8,1,5,7,2,7,9,3,5,7,8,gemini-2.5-flash,0,765,2590
85,16,6,4,7,6,3,5,3,4,7,5,6,5,2,3,6,6,5,2,3,8,1,6,7,2,6,8,4,5,7,7,gemini-2.5-flash,0,765,3250
86,17,1,4,5,1,9,8,8,5,2,6,6,9,2,2,8,2,2,3,2,8,2,1,3,2,5,6,2,8,5,5,gemini-2.5-flash,0,1365,3076
87,17,1,4,5,1,9,8,8,5,2,6,6,9,2,2,8,2,2,3,2,8,2,1,3,2,5,6,2,8,5,5,gemini-2.5-flash,0,1365,3076
88,17,1,4,5,1,9,8,8,5,2,6,6,9,2,2,8,2,2,3,2,8,2,1,3,2,5,6,2,8,5,5,gemini-2.5-flash,0,1365,3076
89,17,1,4,5,1,9,8,8,5,2,6,6,9,2,2,8,2,2,3,2,8,2,1,3,2,5,6,2,8,5,5,gemini-2.5-flash,0,1365,3076
90,17,1,4,6,1,9,8,7,6,2,4,6,9,2,1,8,3,2,3,2,8,1,1,2,2,3,4,2,7,2,2,gemini-2.5-flash,0,1365,2148
91,18,7,6,7,6,7,5,3,2,1,1,2,5,6,3,4,6,5,6,3,7,1,1,7,6,2,1,2,7,6,6,gemini-2.5-flash,0,1162,2314
92,18,7,6,7,6,7,5,3,2,1,1,2,5,6,3,4,6,5,6,3,7,1,1,7,6,2,1,2,7,6,6,gemini-2.5-flash,0,1162,2314
93,18,7,6,7,6,7,5,3,2,1,1,2,5,6,3,4,6,5,6,3,7,1,1,7,6,2,1,2,7,6,6,gemini-2.5-flash,0,1162,2314
94,18,7,6,7,6,7,5,2,2,1,2,2,4,6,2,2,5,2,5,4,7,1,2,7,6,3,1,4,8,6,7,gemini-2.5-flash,0,1162,2790
95,18,7,6,7,6,7,5,2,2,1,2,2,4,6,2,2,5,2,5,4,7,1,2,7,6,3,1,4,8,6,7,gemini-2.5-flash,0,1162,2790
96,19,1,1,5,7,4,4,7,7,8,8,8,4,2,3,3,7,3,5,5,8,1,7,6,1,3,2,1,5,2,1,gemini-2.5-flash,0,973,2706
97,19,1,1,5,7,4,4,7,7,8,8,8,4,2,3,3,7,3,5,5,8,1,7,6,1,3,2,1,5,2,1,gemini-2.5-flash,0,973,2706
98,19,1,1,5,7,4,5,7,6,8,7,7,5,2,3,3,7,3,6,5,8,1,7,7,1,3,3,1,4,2,2,gemini-2.5-flash,0,973,2390
99,19,1,1,5,7,4,4,7,7,8,8,8,4,2,3,3,7,3,5,5,8,1,7,6,1,3,2,1,5,2,1,gemini-2.5-flash,0,973,2706
100,19,1,1,5,7,4,5,7,6,8,7,7,5,2,3,3,7,3,6,5,8,1,7,7,1,3,3,1,4,2,2,gemini-2.5-flash,0,973,2390
101,20,7,3,7,6,8,5,2,1,3,3,2,1,6,4,2,3,2,4,2,7,3,4,8,6,6,3,5,9,8,9,gemini-2.5-flash,0,1460,2338
102,20,2,3,8,4,6,5,2,1,2,2,2,1,4,2,5,2,1,3,2,8,3,5,5,4,6,5,6,8,8,8,gemini-2.5-flash,0,1460,4010
103,20,2,3,8,4,6,5,2,1,2,2,2,1,4,2,5,2,1,3,2,8,3,5,5,4,6,5,6,8,8,8,gemini-2.5-flash,0,1460,4010
104,20,7,3,7,6,8,5,2,1,3,3,2,1,6,4,2,3,2,4,2,7,3,4,8,6,6,3,5,9,8,9,gemini-2.5-flash,0,1460,2338
105,20,2,3,8,4,6,5,2,1,2,2,2,1,4,2,5,2,1,3,2,8,3,5,5,4,6,5,6,8,8,8,gemini-2.5-flash,0,1460,4010
106,21,2,2,9,6,4,5,6,6,7,6,6,5,7,9,3,6,3,3,6,6,2,6,7,8,8,5,8,8,3,9,gemini-2.5-flash,0,1250,2606
107,21,1,2,9,8,3,4,6,7,7,6,7,8,8,9,3,7,3,3,5,8,1,4,7,7,8,4,7,7,2,9,gemini-2.5-flash,0,1250,2429
108,21,2,2,9,6,4,5,6,6,7,6,6,5,7,9,3,6,3,3,6,6,2,6,7,8,8,5,8,8,3,9,gemini-2.5-flash,0,1250,2606
109,21,2,2,9,6,4,5,6,6,7,6,6,5,7,9,3,6,3,3,6,6,2,6,7,8,8,5,8,8,3,9,gemini-2.5-flash,0,1250,2606
110,21,2,2,9,6,4,5,6,6,7,6,6,5,7,9,3,6,3,3,6,6,2,6,7,8,8,5,8,8,3,9,gemini-2.5-flash,0,1250,2606
111,22,1,1,9,4,5,8,5,2,8,8,5,5,8,3,7,5,2,2,3,9,8,7,2,8,9,8,8,7,6,9,gemini-2.5-flash,0,1436,2402
112,22,1,1,9,5,3,7,5,3,9,9,5,3,6,3,6,5,2,2,3,5,8,8,3,5,9,9,8,8,6,9,gemini-2.5-flash,0,1436,3125
113,22,1,1,9,4,5,8,5,2,8,8,5,5,8,3,7,5,2,2,3,9,8,7,2,8,9,8,8,7,6,9,gemini-2.5-flash,0,1436,2402
114,22,1,1,9,4,5,8,5,2,8,8,5,5,8,3,7,5,2,2,3,9,8,7,2,8,9,8,8,7,6,9,gemini-2.5-flash,0,1436,2402
115,22,1,1,9,5,3,7,5,3,9,9,5,3,6,3,6,5,2,2,3,5,8,8,3,5,9,9,8,8,6,9,gemini-2.5-flash,0,1436,3125
116,23,1,1,8,6,5,7,5,2,6,5,5,2,8,7,5,6,5,7,5,8,8,5,5,8,2,6,5,5,5,6,gemini-2.5-flash,0,1121,2315
117,23,1,1,8,6,5,7,5,2,6,5,5,2,8,7,5,6,5,7,5,8,8,5,5,8,2,6,5,5,5,6,gemini-2.5-flash,0,1121,2315
118,23,1,1,8,6,5,7,5,2,6,5,5,2,8,7,5,6,5,7,5,8,8,5,5,8,2,6,5,5,5,6,gemini-2.5-flash,0,1121,2315
119,23,1,1,8,6,5,7,5,2,6,5,5,2,8,7,5,6,5,7,5,8,8,5,5,8,2,6,5,5,5,6,gemini-2.5-flash,0,1121,2315
120,23,1,2,7,6,5,7,4,2,5,2,3,3,8,7,3,5,3,8,5,8,8,5,7,8,2,6,5,5,5,6,gemini-2.5-flash,0,1121,3051
121,24,7,8,9,4,6,7,5,7,6,6,5,7,7,8,2,5,7,7,6,9,3,5,7,7,7,8,4,6,7,9,gemini-2.5-flash,0,1403,7093
122,24,7,8,9,4,6,7,5,7,6,6,5,7,7,8,2,5,7,7,6,9,3,5,7,7,7,8,4,6,7,9,gemini-2.5-flash,0,1403,7093
123,24,6,7,9,4,6,7,6,5,6,5,4,6,7,8,3,6,7,7,7,8,2,5,4,7,7,8,6,7,7,9,gemini-2.5-flash,0,1403,2525
124,24,7,8,9,4,6,7,5,7,6,6,5,7,7,8,2,5,7,7,6,9,3,5,7,7,7,8,4,6,7,9,gemini-2.5-flash,0,1403,7093
125,24,7,8,9,4,6,7,5,7,6,6,5,7,7,8,2,5,7,7,6,9,3,5,7,7,7,8,4,6,7,9,gemini-2.5-flash,0,1403,7093
126,25,1,1,9,7,6,6,5,3,6,7,6,7,8,8,6,8,2,8,7,8,5,6,5,8,6,7,2,7,2,8,gemini-2.5-flash,0,1623,3058
127,25,1,1,9,7,6,6,7,2,6,8,6,6,8,8,5,8,2,8,6,8,5,6,5,6,7,6,2,7,2,8,gemini-2.5-flash,0,1623,3581
128,25,1,1,9,7,6,6,5,3,6,7,6,7,8,8,6,8,2,8,7,8,5,6,5,8,6,7,2,7,2,8,gemini-2.5-flash,0,1623,3058
129,25,1,1,9,7,6,6,5,3,6,7,6,7,8,8,6,8,2,8,7,8,5,6,5,8,6,7,2,7,2,8,gemini-2.5-flash,0,1623,3058
130,25,1,1,9,7,6,6,5,3,6,7,6,7,8,8,6,8,2,8,7,8,5,6,5,8,6,7,2,7,2,8,gemini-2.5-flash,0,1623,3058
131,26,2,1,8,4,6,8,6,4,7,8,6,7,8,8,3,4,3,5,6,7,5,7,7,8,8,1,3,7,4,8,gemini-2.5-flash,0,1212,2080
132,26,2,1,8,4,6,8,6,4,7,8,6,7,8,8,3,4,3,5,6,7,5,7,7,8,8,1,3,7,4,8,gemini-2.5-flash,0,1212,2080
133,26,2,1,8,4,6,8,6,4,7,8,6,7,8,8,3,4,3,5,6,7,5,7,7,8,8,1,3,7,4,8,gemini-2.5-flash,0,1212,2080
134,26,2,1,8,4,6,8,6,4,7,8,6,7,8,8,3,4,3,5,6,7,5,7,7,8,8,1,3,7,4,8,gemini-2.5-flash,0,1212,2080
135,26,1,1,7,5,6,7,6,5,7,8,6,6,8,8,3,5,3,6,6,8,6,8,5,8,8,1,2,8,2,8,gemini-2.5-flash,0,1212,2190
136,27,5,2,8,7,5,6,6,3,7,6,7,5,8,9,6,8,7,8,5,8,2,5,3,6,6,1,2,2,4,6,gemini-2.5-flash,0,871,2763
137,27,1,1,8,7,2,5,6,2,6,6,6,3,8,9,6,8,6,8,7,9,2,5,5,8,5,1,2,2,6,6,gemini-2.5-flash,0,871,1993
138,27,5,2,8,7,5,6,6,3,7,6,7,5,8,9,6,8,7,8,5,8,2,5,3,6,6,1,2,2,4,6,gemini-2.5-flash,0,871,2763
139,27,5,2,8,7,5,6,6,3,7,6,7,5,8,9,6,8,7,8,5,8,2,5,3,6,6,1,2,2,4,6,gemini-2.5-flash,0,871,2763
140,27,1,1,8,7,2,5,6,2,6,6,6,3,8,9,6,8,6,8,7,9,2,5,5,8,5,1,2,2,6,6,gemini-2.5-flash,0,871,1993
141,28,3,2,6,7,9,6,4,1,3,5,3,2,6,5,2,6,4,5,6,7,3,4,7,6,6,2,3,8,8,9,gemini-2.5-flash,0,1661,2892
142,28,3,2,6,7,9,6,4,1,3,5,3,2,6,5,2,6,4,5,6,7,3,4,7,6,6,2,3,8,8,9,gemini-2.5-flash,0,1661,2892
143,28,3,6,8,6,8,7,6,2,4,5,3,7,7,4,4,6,5,6,7,6,2,3,7,7,6,4,2,8,8,8,gemini-2.5-flash,0,1661,2666
144,28,3,2,6,7,9,6,4,1,3,5,3,2,6,5,2,6,4,5,6,7,3,4,7,6,6,2,3,8,8,9,gemini-2.5-flash,0,1661,2892
145,28,3,2,6,7,9,6,4,1,3,5,3,2,6,5,2,6,4,5,6,7,3,4,7,6,6,2,3,8,8,9,gemini-2.5-flash,0,1661,2892
146,29,1,1,9,4,6,6,2,2,2,2,2,5,6,5,2,2,1,2,2,7,2,2,8,8,9,2,9,8,2,9,gemini-2.5-flash,0,1876,2482
147,29,1,1,9,3,6,7,2,2,2,2,2,6,5,7,2,2,1,1,2,7,1,2,8,8,9,1,9,8,2,9,gemini-2.5-flash,0,1876,2581
148,29,1,1,9,4,6,6,2,2,2,2,2,5,6,5,2,2,1,2,2,7,2,2,8,8,9,2,9,8,2,9,gemini-2.5-flash,0,1876,2482
149,29,1,1,9,3,6,7,2,2,2,2,2,6,5,7,2,2,1,1,2,7,1,2,8,8,9,1,9,8,2,9,gemini-2.5-flash,0,1876,2581
150,29,1,1,9,3,6,7,2,2,2,2,2,6,5,7,2,2,1,1,2,7,1,2,8,8,9,1,9,8,2,9,gemini-2.5-flash,0,1876,2581
151,30,1,1,9,4,5,7,5,1,5,5,3,2,8,8,5,5,7,4,2,8,7,5,5,8,9,2,6,9,7,9,gemini-2.5-flash,0,1477,2981
152,30,1,1,9,4,5,7,5,1,5,5,3,2,8,8,5,5,7,4,2,8,7,5,5,8,9,2,6,9,7,9,gemini-2.5-flash,0,1477,2981
153,30,1,2,9,6,5,6,4,2,4,5,3,6,8,8,6,7,7,6,3,8,8,6,4,8,8,6,6,8,7,9,gemini-2.5-flash,0,1477,2205
154,30,1,1,9,4,5,7,5,1,5,5,3,2,8,8,5,5,7,4,2,8,7,5,5,8,9,2,6,9,7,9,gemini-2.5-flash,0,1477,2981
155,30,1,1,9,4,5,7,5,1,5,5,3,2,8,8,5,5,7,4,2,8,7,5,5,8,9,2,6,9,7,9,gemini-2.5-flash,0,1477,2981
156,31,1,1,7,6,2,4,3,2,4,3,4,2,7,7,2,5,6,4,5,7,2,5,6,7,4,1,5,4,3,6,gemini-2.5-flash,0,1166,2222
157,31,1,1,7,6,2,4,3,2,4,3,4,2,7,7,2,5,6,4,5,7,2,5,6,7,4,1,5,4,3,6,gemini-2.5-flash,0,1166,2222
158,31,2,1,7,6,3,4,3,5,5,3,4,6,7,8,3,6,7,3,5,8,1,5,7,7,4,3,6,4,4,7,gemini-2.5-flash,0,1166,2711
159,31,1,1,7,6,2,4,3,2,4,3,4,2,7,7,2,5,6,4,5,7,2,5,6,7,4,1,5,4,3,6,gemini-2.5-flash,0,1166,2222
160,31,1,1,7,6,2,4,3,2,4,3,4,2,7,7,2,5,6,4,5,7,2,5,6,7,4,1,5,4,3,6,gemini-2.5-flash,0,1166,2222
1222,37,7,6,5,5,8,6,3,3,4,7,3,8,2,3,6,5,7,5,3,7,1,4,6,6,5,1,1,7,7,4,gemini-2.5-flash,1,1096,5065
1225,37,7,7,6,6,8,5,5,3,3,6,4,8,2,2,6,5,7,6,3,7,1,4,5,4,5,1,1,8,7,4,gemini-2.5-flash,1,1096,2519
1228,37,7,7,7,6,9,8,5,2,3,7,4,9,2,1,3,4,7,6,3,7,1,2,6,7,6,1,1,8,8,6,gemini-2.5-flash,1,1096,3125
1232,37,5,7,6,6,9,5,6,2,4,7,5,8,2,2,7,6,7,5,4,8,3,5,3,3,3,1,1,6,7,6,gemini-2.5-flash,1,1096,4869
1235,38,1,2,8,5,7,6,5,2,4,4,3,6,5,5,5,5,5,5,4,8,2,3,5,4,6,6,6,7,7,6,gemini-2.5-flash,1,1448,2978
