id,essay_id,of1,of2,of3,of4,of5,of6,cf1,cf2,cf3,cf4,cf5,cf6,ef1,ef2,ef3,ef4,ef5,ef6,af1,af2,af3,af4,af5,af6,nf1,nf2,nf3,nf4,nf5,nf6,model,temperature,input_tokens,output_tokens
36,5,4,3,5,5,4,4,4,2,3,5,2,3,6,6,5,5,5,6,5,6,3,3,5,4,5,2,3,5,5,5,gpt-5-mini-2025-08-07,0,1076,1821
37,6,7,6,6,4,7,6,3,2,4,3,2,2,5,5,3,5,5,5,5,7,5,4,6,6,5,3,5,5,7,7,gpt-5-mini-2025-08-07,0,1396,1615
38,6,7,6,6,3,7,6,3,2,3,3,2,2,5,5,3,4,5,5,5,6,5,5,6,6,5,3,4,5,6,6,gpt-5-mini-2025-08-07,0,1332,1615
39,6,7,7,7,4,7,6,4,2,3,4,3,3,6,4,3,5,6,5,5,5,5,4,6,7,5,2,5,5,6,6,gpt-5-mini-2025-08-07,0,1012,1615
40,6,6,6,7,4,7,5,3,2,3,3,2,3,5,5,3,4,4,4,4,5,4,4,6,6,5,2,4,6,6,6,gpt-5-mini-2025-08-07,0,1012,1615
41,6,7,6,7,4,7,5,3,2,4,5,3,3,6,5,3,4,5,5,4,6,3,4,6,6,6,3,5,6,7,6,gpt-5-mini-2025-08-07,0,1012,1615
42,7,4,3,5,5,5,5,4,2,3,3,2,2,5,5,5,5,5,6,6,6,4,4,5,5,4,1,2,5,7,5,gpt-5-mini-2025-08-07,0,1268,1540
43,7,5,4,6,5,4,6,4,2,3,3,2,3,6,5,4,4,4,6,5,5,4,3,3,5,3,2,2,4,5,3,gpt-5-mini-2025-08-07,0,174,1540
44,7,5,3,5,4,6,5,3,2,2,3,2,2,5,4,4,5,5,6,5,6,3,3,5,4,4,2,2,4,6,5,gpt-5-mini-2025-08-07,0,820,1540
45,7,5,4,5,3,5,5,4,2,2,4,2,2,5,3,4,5,4,6,4,6,3,3,4,3,5,2,2,5,6,4,gpt-5-mini-2025-08-07,0,1332,1540
46,7,6,3,5,4,5,4,3,2,3,4,2,2,5,4,4,5,5,6,5,6,4,3,4,4,3,1,2,5,7,4,gpt-5-mini-2025-08-07,0,1141,1540
47,8,4,5,7,5,3,4,3,4,5,5,2,2,3,3,6,6,6,3,2,6,2,2,5,5,5,8,4,2,6,5,gpt-5-mini-2025-08-07,0,1332,1281
48,8,2,5,6,5,4,5,3,2,3,4,2,2,4,2,6,6,5,3,2,7,1,2,4,4,5,7,3,2,7,4,gpt-5-mini-2025-08-07,0,1396,1281
49,8,3,5,7,5,5,5,4,3,5,5,3,3,4,4,6,5,5,4,2,7,2,3,4,4,6,7,4,3,6,5,gpt-5-mini-2025-08-07,0,1204,1281
50,8,5,5,6,5,4,4,3,3,4,4,3,4,4,3,6,5,5,4,3,5,3,3,4,4,6,7,4,5,6,5,gpt-5-mini-2025-08-07,0,174,1281
51,8,4,5,6,5,4,5,3,2,2,2,3,3,4,2,6,5,4,4,2,6,2,2,2,4,4,7,3,2,5,4,gpt-5-mini-2025-08-07,0,1140,1281
52,9,3,4,7,5,4,3,3,2,3,3,3,4,5,4,4,5,5,3,3,6,4,3,4,5,7,6,5,6,5,7,gpt-5-mini-2025-08-07,0,174,1286
53,9,3,2,7,6,4,2,3,2,2,3,2,3,5,4,6,6,5,3,2,6,3,2,3,4,7,6,5,6,5,7,gpt-5-mini-2025-08-07,0,174,1286
54,9,2,3,7,6,3,4,3,2,3,2,2,3,5,5,2,6,5,2,3,7,4,2,4,6,8,6,5,4,6,7,gpt-5-mini-2025-08-07,0,1012,1286
55,9,4,5,7,6,5,4,3,2,3,3,3,4,4,5,3,6,5,3,2,6,4,2,4,5,7,6,4,6,5,7,gpt-5-mini-2025-08-07,0,174,1286
56,9,2,3,7,5,4,3,3,2,2,3,3,3,4,5,4,5,6,3,3,6,4,3,5,6,7,6,5,6,5,7,gpt-5-mini-2025-08-07,0,174,1286
57,10,3,4,7,5,4,4,5,3,4,4,4,6,6,6,4,5,6,5,4,5,6,4,5,6,7,5,3,7,5,7,gpt-5-mini-2025-08-07,0,1332,1270
58,10,3,4,6,5,4,2,4,3,4,4,4,6,6,5,3,5,6,5,4,6,5,3,5,6,7,4,4,7,3,7,gpt-5-mini-2025-08-07,0,1076,1270
59,10,3,4,7,5,4,3,4,3,4,4,3,5,6,6,4,5,6,5,4,5,6,4,3,6,7,5,4,7,5,7,gpt-5-mini-2025-08-07,0,1076,1270
60,10,3,4,7,5,5,3,5,3,4,5,4,5,6,7,5,6,6,5,5,5,5,3,4,5,7,4,3,7,5,6,gpt-5-mini-2025-08-07,0,948,1270
61,10,3,2,7,6,4,2,5,3,5,5,3,5,6,7,4,6,6,5,4,6,5,4,3,6,7,4,3,7,3,7,gpt-5-mini-2025-08-07,0,1140,1270
62,11,4,4,6,5,4,3,3,3,3,3,3,3,5,4,4,3,3,4,4,5,3,3,4,3,6,3,4,5,4,5,gpt-5-mini-2025-08-07,0,174,1379
63,11,3,3,7,6,4,3,3,3,4,3,3,3,4,4,5,4,3,3,4,6,3,3,4,3,6,4,4,6,5,5,gpt-5-mini-2025-08-07,0,174,1379
64,11,3,4,7,6,4,3,3,2,3,3,2,4,3,4,2,3,2,3,3,4,3,3,4,3,6,3,4,5,4,5,gpt-5-mini-2025-08-07,0,174,1379
65,11,4,4,7,6,3,3,4,2,4,4,3,3,4,3,5,5,4,3,4,6,3,2,5,3,6,2,4,5,5,5,gpt-5-mini-2025-08-07,0,174,1379
66,11,4,5,6,5,4,3,4,3,3,4,3,3,5,4,3,3,3,4,3,6,3,2,4,3,6,3,4,5,4,5,gpt-5-mini-2025-08-07,0,174,1379
67,12,4,5,6,3,7,6,5,2,5,6,4,7,3,3,5,5,3,3,3,6,2,4,6,3,7,4,2,7,5,6,gpt-5-mini-2025-08-07,0,1332,1614
68,12,2,4,5,4,7,6,6,5,5,7,6,7,4,3,6,6,3,4,3,6,3,3,7,3,6,4,3,7,4,6,gpt-5-mini-2025-08-07,0,1268,1614
69,12,3,4,6,5,6,5,5,3,4,6,4,7,5,4,5,5,3,4,4,6,4,3,5,4,6,4,3,7,4,6,gpt-5-mini-2025-08-07,0,174,1614
70,12,5,5,6,4,6,5,6,3,4,6,4,7,5,4,5,4,3,4,4,5,4,3,5,4,6,3,3,6,3,6,gpt-5-mini-2025-08-07,0,174,1614
71,12,3,4,6,5,5,5,5,4,4,5,4,7,5,3,4,4,3,4,4,5,4,3,5,4,6,4,3,7,3,6,gpt-5-mini-2025-08-07,0,174,1614
72,13,5,4,6,5,4,3,3,2,3,4,3,3,6,4,3,4,3,6,5,5,4,4,4,6,4,2,3,4,5,5,gpt-5-mini-2025-08-07,0,174,1674
73,13,3,4,7,5,5,3,4,2,4,5,3,2,7,5,3,5,6,6,5,7,3,4,5,7,6,1,2,5,7,6,gpt-5-mini-2025-08-07,0,1076,1674
74,13,5,4,7,6,5,4,5,2,3,4,3,3,7,5,3,5,4,6,5,6,4,3,4,6,4,2,3,4,5,5,gpt-5-mini-2025-08-07,0,174,1674
75,13,4,4,7,5,3,4,3,2,4,5,2,2,7,4,3,4,5,6,4,6,3,5,6,7,6,2,2,5,7,6,gpt-5-mini-2025-08-07,0,1460,1674
76,13,5,4,7,5,4,4,3,2,3,4,2,2,7,5,3,6,5,7,5,6,4,4,5,6,4,1,2,4,6,5,gpt-5-mini-2025-08-07,0,1076,1674
77,14,3,4,6,5,4,3,4,2,2,3,2,2,5,6,4,6,6,5,4,5,4,3,3,4,5,3,3,5,6,5,gpt-5-mini-2025-08-07,0,174,2009
78,14,5,5,7,6,5,4,3,2,2,3,2,2,6,7,5,7,7,6,4,5,3,3,3,5,6,3,4,6,7,5,gpt-5-mini-2025-08-07,0,884,2009
79,14,5,4,6,6,5,4,3,2,2,3,2,2,6,6,4,7,6,7,4,3,3,3,4,4,5,3,2,5,7,5,gpt-5-mini-2025-08-07,0,884,2009
80,14,5,5,7,5,5,4,4,2,2,3,2,2,6,7,6,7,7,6,4,6,3,3,4,5,5,3,3,6,7,5,gpt-5-mini-2025-08-07,0,1077,2009
81,14,4,6,6,5,3,6,4,2,2,3,2,2,7,7,4,7,7,7,4,5,3,3,6,6,6,3,4,6,7,6,gpt-5-mini-2025-08-07,0,1460,2009
82,15,2,2,4,4,3,3,3,2,3,2,2,2,3,4,4,4,5,4,3,5,2,3,4,2,4,1,2,4,5,3,gpt-5-mini-2025-08-07,0,1076,1103
83,15,1,2,5,4,3,3,4,3,4,3,3,3,4,4,4,4,6,5,4,5,3,3,5,3,4,2,3,4,5,3,gpt-5-mini-2025-08-07,0,174,1103
84,15,3,3,4,4,3,3,4,3,4,4,3,3,4,4,4,4,5,5,4,5,3,3,4,3,5,2,3,4,5,4,gpt-5-mini-2025-08-07,0,174,1103
85,15,3,3,4,5,3,4,4,2,5,3,2,2,4,4,3,4,6,5,4,5,3,3,5,2,4,2,2,4,6,4,gpt-5-mini-2025-08-07,0,1460,1103
86,15,3,3,5,4,3,3,4,3,4,4,3,3,4,5,4,4,6,5,4,5,3,4,4,3,5,2,3,4,5,4,gpt-5-mini-2025-08-07,0,174,1103
87,16,3,2,5,5,2,2,3,4,4,2,2,2,4,3,5,5,6,4,2,6,1,2,4,2,6,7,2,4,6,5,gpt-5-mini-2025-08-07,0,1204,906
88,16,2,2,5,5,2,3,3,2,4,2,2,2,4,3,5,4,5,4,2,6,2,2,5,2,6,7,3,5,6,5,gpt-5-mini-2025-08-07,0,1076,906
89,16,3,2,6,5,2,4,5,4,5,4,3,4,3,3,4,4,6,3,2,6,2,3,5,3,6,7,3,5,5,5,gpt-5-mini-2025-08-07,0,884,906
90,16,2,2,5,5,2,2,4,5,5,4,4,3,4,3,5,3,6,4,2,6,2,3,4,3,5,7,2,4,5,4,gpt-5-mini-2025-08-07,0,1140,906
91,16,2,3,5,4,3,3,4,5,4,3,3,3,4,4,5,4,6,4,3,6,2,2,2,2,5,7,2,4,5,4,gpt-5-mini-2025-08-07,0,1012,906
92,17,3,6,6,4,7,5,5,4,3,4,5,6,4,3,5,4,3,4,4,6,3,2,4,3,4,3,3,4,3,4,gpt-5-mini-2025-08-07,0,174,1488
93,17,5,5,4,3,7,6,5,4,3,4,4,6,3,2,5,3,3,3,3,5,3,2,4,3,4,2,3,4,3,4,gpt-5-mini-2025-08-07,0,174,1488
94,17,4,6,6,4,7,6,5,4,3,4,4,6,4,3,5,4,3,4,3,6,4,3,4,3,3,3,2,3,3,3,gpt-5-mini-2025-08-07,0,174,1488
95,17,6,6,5,4,7,6,5,3,3,4,4,6,4,3,5,3,4,4,3,6,3,3,4,3,4,3,3,3,3,4,gpt-5-mini-2025-08-07,0,174,1488
96,17,5,6,5,4,6,5,4,4,3,4,4,6,3,3,5,4,4,3,3,6,4,2,5,3,4,3,3,4,3,4,gpt-5-mini-2025-08-07,0,174,1488
97,18,6,5,6,5,6,4,5,3,4,3,3,4,6,4,4,4,5,5,5,6,5,3,4,6,5,2,3,4,5,4,gpt-5-mini-2025-08-07,0,174,1313
98,18,6,6,6,5,7,5,4,3,3,3,3,3,5,4,3,5,4,5,4,6,3,3,6,6,5,1,3,4,6,5,gpt-5-mini-2025-08-07,0,820,1313
99,18,5,6,6,4,5,4,5,3,3,4,3,4,6,5,4,4,5,6,5,6,5,4,5,6,5,1,3,4,5,4,gpt-5-mini-2025-08-07,0,174,1313
100,18,6,6,6,5,6,4,3,2,2,2,3,3,6,4,3,4,5,6,3,6,2,2,6,6,4,1,3,4,5,5,gpt-5-mini-2025-08-07,0,1140,1313
101,18,5,6,6,4,5,4,4,3,3,3,3,4,6,5,4,4,6,6,5,6,5,4,5,5,5,2,3,4,6,4,gpt-5-mini-2025-08-07,0,174,1313
102,19,2,2,4,5,6,3,6,5,6,7,6,3,4,5,4,5,4,6,4,6,3,4,5,3,2,2,2,3,5,3,gpt-5-mini-2025-08-07,0,1204,1103
103,19,2,2,5,4,4,2,5,5,5,6,5,4,4,4,3,4,5,6,3,6,2,3,4,2,2,2,2,3,3,2,gpt-5-mini-2025-08-07,0,1268,1103
104,19,2,2,5,6,4,2,6,4,6,6,5,4,3,4,3,4,4,5,3,6,2,3,3,2,3,3,2,4,4,3,gpt-5-mini-2025-08-07,0,1140,1103
105,19,3,4,5,5,5,5,6,5,6,6,6,5,4,3,4,5,3,6,5,5,4,5,4,4,2,2,2,3,3,3,gpt-5-mini-2025-08-07,0,1204,1103
106,19,2,2,4,4,5,2,5,3,5,6,5,4,4,5,3,4,3,5,3,6,2,3,4,2,3,3,2,4,4,2,gpt-5-mini-2025-08-07,0,1076,1103
107,20,5,4,5,3,5,4,3,2,3,4,2,6,5,3,3,3,2,4,4,7,5,4,6,5,7,3,4,8,6,6,gpt-5-mini-2025-08-07,0,1332,1557
108,20,6,4,6,5,6,3,3,2,2,4,2,2,4,3,2,4,3,3,3,5,4,3,6,5,7,3,4,8,6,6,gpt-5-mini-2025-08-07,0,1204,1557
109,20,6,5,6,3,6,4,3,2,3,4,2,2,5,3,3,4,4,4,3,6,5,3,6,6,7,2,4,7,6,7,gpt-5-mini-2025-08-07,0,820,1557
110,20,6,5,6,3,5,5,4,2,4,5,2,3,4,3,3,2,2,4,3,6,5,4,6,6,7,2,4,7,5,6,gpt-5-mini-2025-08-07,0,1396,1557
111,20,6,5,7,4,6,3,3,2,3,4,2,2,4,3,3,3,3,3,3,6,4,3,5,5,7,4,6,7,5,6,gpt-5-mini-2025-08-07,0,1076,1557
112,21,3,2,6,4,3,3,3,6,6,5,5,5,6,6,3,3,5,3,5,6,4,4,5,5,7,3,6,7,4,7,gpt-5-mini-2025-08-07,0,1142,1348
113,21,3,4,7,5,5,4,4,3,4,4,3,3,6,6,3,4,4,5,4,5,5,4,5,6,6,2,5,6,3,6,gpt-5-mini-2025-08-07,0,174,1348
114,21,3,3,7,4,3,3,4,5,5,4,4,6,6,6,3,3,2,4,4,6,4,5,6,5,7,3,6,7,4,7,gpt-5-mini-2025-08-07,0,1140,1348
115,21,3,2,7,5,4,4,4,5,5,5,4,4,6,5,2,5,4,4,5,6,5,5,6,5,6,2,6,7,3,6,gpt-5-mini-2025-08-07,0,1332,1348
116,21,2,3,7,5,5,4,3,5,5,4,3,5,6,5,2,4,3,4,4,6,4,3,5,6,6,3,5,6,3,7,gpt-5-mini-2025-08-07,0,1076,1348
117,22,4,4,7,5,5,5,3,2,6,7,4,3,6,5,5,5,6,2,3,7,7,3,3,7,8,7,7,7,7,8,gpt-5-mini-2025-08-07,0,948,1514
118,22,3,3,7,4,5,5,3,2,7,7,3,2,6,5,6,6,7,2,3,7,6,3,2,7,8,7,6,6,7,7,gpt-5-mini-2025-08-07,0,1140,1514
119,22,3,4,7,6,3,6,4,2,7,7,3,3,6,5,6,5,6,3,2,6,7,3,2,7,7,6,6,6,7,7,gpt-5-mini-2025-08-07,0,1140,1514
120,22,4,3,7,4,3,6,2,2,7,7,3,3,6,5,4,5,5,2,3,7,6,5,4,6,8,7,6,6,6,7,gpt-5-mini-2025-08-07,0,1204,1514
121,22,4,3,7,5,5,5,3,2,6,7,3,3,6,5,6,6,5,3,2,7,6,4,2,6,7,6,5,6,6,7,gpt-5-mini-2025-08-07,0,1268,1514
122,23,3,3,7,5,4,6,5,3,5,5,3,3,7,6,4,5,6,7,6,6,8,5,4,7,4,2,3,6,5,5,gpt-5-mini-2025-08-07,0,1076,1234
123,23,5,4,7,5,4,6,4,3,5,4,3,3,7,6,5,4,6,7,6,6,7,5,6,7,4,1,2,6,5,4,gpt-5-mini-2025-08-07,0,174,1234
124,23,3,3,6,6,5,4,5,3,4,5,3,3,7,6,5,6,7,7,6,6,7,5,4,7,5,3,4,6,5,5,gpt-5-mini-2025-08-07,0,1012,1234
125,23,2,3,6,6,4,6,5,3,5,5,3,3,7,6,5,5,6,7,6,6,7,4,6,7,3,1,4,6,4,4,gpt-5-mini-2025-08-07,0,1076,1234
126,23,2,2,6,5,3,4,5,3,6,5,3,3,7,6,4,5,6,7,6,6,8,6,5,7,3,2,3,5,5,5,gpt-5-mini-2025-08-07,0,1204,1234
127,24,4,5,7,5,5,5,5,4,5,5,3,4,6,6,3,6,6,6,4,6,4,4,6,4,6,7,4,5,6,6,gpt-5-mini-2025-08-07,0,1268,1479
128,24,5,5,7,5,4,5,6,5,4,5,4,4,6,6,4,5,6,6,3,6,3,3,4,5,7,7,3,5,6,6,gpt-5-mini-2025-08-07,0,1076,1479
129,24,5,6,7,4,5,5,5,5,5,4,3,4,5,6,3,5,6,5,4,4,3,3,6,4,6,7,4,5,5,5,gpt-5-mini-2025-08-07,0,1140,1479
130,24,4,5,6,5,4,4,6,4,5,4,3,5,6,5,3,5,6,5,4,6,3,3,5,3,6,7,4,6,5,6,gpt-5-mini-2025-08-07,0,1140,1479
131,24,6,7,7,5,5,5,6,5,5,5,4,5,7,6,5,7,7,7,3,5,5,5,5,7,7,7,4,6,5,7,gpt-5-mini-2025-08-07,0,1205,1479
132,25,2,2,7,6,5,3,5,6,6,6,6,5,6,7,5,7,4,7,5,6,5,5,5,6,6,6,2,6,3,6,gpt-5-mini-2025-08-07,0,1076,1693
133,25,2,3,6,5,5,5,6,4,5,6,5,5,7,7,5,6,3,7,5,7,5,3,5,7,6,6,3,5,4,5,gpt-5-mini-2025-08-07,0,884,1693
134,25,2,3,7,5,5,5,5,4,5,6,5,6,7,7,6,6,3,7,5,6,6,4,5,5,6,6,3,6,2,6,gpt-5-mini-2025-08-07,0,1396,1693
135,25,2,1,7,5,6,5,6,3,6,6,6,6,7,7,4,6,2,7,5,6,6,5,6,6,6,5,3,6,3,7,gpt-5-mini-2025-08-07,0,1076,1693
136,25,2,2,7,6,5,4,6,5,6,7,6,7,6,7,5,7,3,7,5,6,6,5,6,6,7,6,3,6,3,7,gpt-5-mini-2025-08-07,0,1140,1693
137,26,4,2,7,5,5,6,5,3,5,7,4,5,6,6,3,4,3,5,5,6,5,6,5,7,7,1,2,6,5,6,gpt-5-mini-2025-08-07,0,1332,1350
138,26,5,2,6,5,4,5,5,3,5,7,4,4,6,5,4,5,5,6,5,6,6,5,6,7,6,1,3,6,6,6,gpt-5-mini-2025-08-07,0,1140,1350
139,26,3,3,6,4,4,5,4,3,4,6,4,4,6,5,4,4,4,5,5,6,5,4,5,6,6,1,3,5,4,5,gpt-5-mini-2025-08-07,0,174,1350
140,26,5,2,6,5,6,6,4,3,5,7,4,5,6,6,3,5,5,5,5,7,5,4,3,7,7,1,4,6,3,7,gpt-5-mini-2025-08-07,0,1204,1350
141,26,3,4,6,4,3,5,5,4,5,6,4,5,6,6,4,4,5,5,6,6,5,5,5,6,6,1,3,5,4,5,gpt-5-mini-2025-08-07,0,174,1350
142,27,3,2,5,6,2,3,4,2,5,4,4,2,6,7,5,7,7,6,4,6,3,3,3,4,5,1,3,2,7,4,gpt-5-mini-2025-08-07,0,1268,1006
143,27,2,3,6,6,2,2,3,2,5,4,3,2,6,7,5,6,6,6,5,6,3,3,2,4,4,1,3,2,7,5,gpt-5-mini-2025-08-07,0,948,1006
144,27,2,2,5,5,2,4,4,2,5,4,4,2,5,6,5,6,6,6,4,6,3,3,2,3,5,1,2,3,6,5,gpt-5-mini-2025-08-07,0,820,1006
145,27,2,3,5,6,3,3,4,2,5,5,5,3,5,6,5,6,6,5,4,7,2,3,2,3,4,1,2,2,6,4,gpt-5-mini-2025-08-07,0,1204,1006
146,27,3,3,6,6,2,3,5,2,5,4,3,3,6,7,5,6,7,6,4,6,3,4,3,5,5,1,3,3,6,5,gpt-5-mini-2025-08-07,0,820,1006
147,28,4,5,6,3,7,5,3,2,2,4,2,3,5,4,2,5,5,5,4,5,3,3,6,4,3,2,2,5,7,6,gpt-5-mini-2025-08-07,0,1140,1753
148,28,7,6,6,6,7,5,4,3,3,3,3,2,5,4,3,6,6,6,4,4,4,3,6,5,5,2,2,5,7,5,gpt-5-mini-2025-08-07,0,1204,1753
149,28,6,6,6,4,6,5,5,2,3,4,2,2,6,5,4,6,6,6,4,5,3,3,6,5,5,3,2,6,7,5,gpt-5-mini-2025-08-07,0,1268,1753
150,28,5,5,6,4,7,5,4,2,3,3,2,3,6,4,3,5,5,5,4,5,3,3,6,5,6,3,3,5,7,6,gpt-5-mini-2025-08-07,0,1204,1753
151,28,7,5,7,4,8,5,4,2,3,3,2,3,6,5,3,6,6,5,4,6,3,3,5,4,4,3,2,5,7,5,gpt-5-mini-2025-08-07,0,884,1753
152,29,4,5,8,3,7,5,2,2,2,3,2,7,6,2,2,2,2,2,2,6,6,3,7,7,8,4,7,8,4,8,gpt-5-mini-2025-08-07,0,1204,1938
153,29,5,5,7,4,5,5,3,2,3,3,2,6,5,4,3,3,3,2,2,6,6,3,7,6,7,3,7,7,4,7,gpt-5-mini-2025-08-07,0,1268,1938
154,29,5,4,8,3,5,5,3,3,3,3,3,7,5,2,2,3,2,2,2,6,4,2,7,7,7,3,7,7,3,8,gpt-5-mini-2025-08-07,0,1140,1938
155,29,5,6,7,4,5,4,3,3,4,3,3,4,6,3,2,3,2,2,2,5,5,4,6,7,7,3,7,7,4,7,gpt-5-mini-2025-08-07,0,1140,1938
156,29,3,4,8,3,5,4,3,2,3,3,2,6,5,2,2,3,2,2,3,5,4,4,6,7,7,2,7,7,3,8,gpt-5-mini-2025-08-07,0,884,1938
