essay_id,o_v12,c_v12,e_v12,a_v12,n_v12
107,3.9,3.33333333333333,4.93333333333333,5.55,5.1
108,2.63333333333333,2.86666666666667,6.16666666666667,3.4,5.85
109,2.66666666666667,2.93333333333333,5.36666666666667,5,5.35
110,5.8,3.93333333333333,4.46666666666667,5.35,4.2
111,3.8,2.8,7.2,2.1,4.15
112,6.33333333333333,2.96666666666667,5.1,4.8,3.65
113,7.06666666666667,4.1,4.96666666666667,5.95,4
114,6.5,3.73333333333333,4.83333333333333,6.3,3.25
115,6.13333333333333,3.06666666666667,4.9,2.7,4.2
116,4.83333333333333,4.73333333333333,5.2,5.5,4.65
117,6.7,7.03333333333333,7.23333333333333,8.45,2.7
118,7.9,4.2,5.73333333333333,5.65,4.3
119,3.7,6.96666666666667,5.66666666666667,6,3.95
120,4.4,3.6,3.76666666666667,5.8,6.75
121,6.13333333333333,2.86666666666667,4.93333333333333,4.35,6.4
122,3.9,5.63333333333333,7.43333333333333,4.35,4.5
123,3.43333333333333,5.33333333333333,5.3,7.15,3.75
124,6.46666666666667,3.5,5.8,3.55,3.45
125,5.56666666666667,3.56666666666667,5.36666666666667,7.05,4.85
126,4.56666666666667,3.46666666666667,3.66666666666667,4.2,4.1
127,3.9,3.46666666666667,5.73333333333333,7.15,3.75
128,4.96666666666667,2.8,3.5,3.4,7.75
129,4.46666666666667,3.43333333333333,4.7,5.95,6.4
130,3.8,3.46666666666667,4.1,3.95,2.6
131,6.96666666666667,3.33333333333333,3.16666666666667,4.6,6.65
132,3.26666666666667,2.8,4.8,2.4,5.35
133,3.7,4.36666666666667,2.33333333333333,4.7,7.75
134,3.26666666666667,2.03333333333333,5.96666666666667,2,5.1
135,4.06666666666667,3.7,7.26666666666667,5.15,3.9
136,4.86666666666667,3.36666666666667,5.16666666666667,5.35,5.05
137,3.53333333333333,4.1,5.63333333333333,5.7,4.4
138,4.1,2.36666666666667,4.46666666666667,3.2,6
139,3.93333333333333,2.76666666666667,3.8,4.8,5.05
140,4.13333333333333,2.9,5.23333333333333,5.8,4.6
141,4.76666666666667,2.56666666666667,3.73333333333333,4.15,5.65
142,6.16666666666667,3.43333333333333,5.5,5.05,6
143,4.2,4.36666666666667,2.6,5.95,7.6
144,6.1,3.2,5.96666666666667,6.3,3.85
145,5.6,3.33333333333333,4.93333333333333,6.25,6.9
146,4.23333333333333,4.16666666666667,7.5,5.35,2.45
147,3.16666666666667,4.06666666666667,5.76666666666667,5.25,6.55
148,6.23333333333333,3.16666666666667,4.96666666666667,7.3,4.45
149,3.76666666666667,3.56666666666667,5.6,4.25,4.95
150,5.76666666666667,3.36666666666667,4.6,5.7,4.9
151,6.43333333333333,3.83333333333333,4.16666666666667,5.65,4.35
152,4.8,4.3,5,6.85,5.3
153,5.7,3.43333333333333,5,4.15,3.5
154,6,2.1,5.23333333333333,2.2,7.3
155,3.9,3.73333333333333,4.5,7.3,3.7
156,2.33333333333333,3.13333333333333,3.93333333333333,3.95,4.35
157,3.43333333333333,5.16666666666667,4.6,6.55,5.5
158,6.5,3.3,7.83333333333333,2.85,4.6
159,5,4.53333333333333,4.9,7.4,5.6
160,7.06666666666667,4.43333333333333,5.56666666666667,6.7,5.1
161,3.4,5.26666666666667,6.33333333333333,5.35,3.95
162,4.96666666666667,5.23333333333333,6.46666666666667,7.05,3.35
163,2.63333333333333,3.16666666666667,6.8,3.2,3.35
164,7.2,4.86666666666667,4.7,6.65,4.1
165,4.76666666666667,4,5.2,7.35,4.65
166,5.56666666666667,4.43333333333333,5.36666666666667,7.7,6.35
167,7.3,3.83333333333333,6.3,4.9,4.9
168,2.7,5.93333333333333,6.2,7.55,4.35
169,5.86666666666667,3.03333333333333,6.16666666666667,2.35,4.25
170,4.6,4.46666666666667,2.93333333333333,5.1,5.3
171,3.06666666666667,4.2,5.9,7.25,4.2
172,2.96666666666667,4.5,5.3,3,5.25
173,2.56666666666667,3.46666666666667,4,7.1,7.25
174,2.8,2.7,5.8,1.65,4.4
175,6.16666666666667,2.9,6.13333333333333,4.85,3.1
176,4,4.63333333333333,5.36666666666667,5.4,3.45
177,6.4,2.86666666666667,6.1,2.65,5.05
178,6.23333333333333,3.93333333333333,5.56666666666667,5.25,4.85
179,5.83333333333333,3.06666666666667,5.1,4,5.9
180,4.23333333333333,4.76666666666667,4.46666666666667,5.45,4.1
181,3.03333333333333,4.73333333333333,4.73333333333333,6.6,5.2
182,4.36666666666667,2.8,3.46666666666667,6.9,7.85
183,5.4,3.83333333333333,6,5.05,3.65
184,5.2,2.93333333333333,4.03333333333333,3.65,3.35
185,5.56666666666667,3.96666666666667,5.93333333333333,5.1,4.4
186,5.63333333333333,2.96666666666667,5.8,4.5,6.8
187,5.53333333333333,5.96666666666667,4.43333333333333,6.75,2.6
188,7.36666666666667,4.13333333333333,5.9,4.85,7.05
189,5.63333333333333,2.9,6.56666666666667,4.9,4.15
190,6.46666666666667,2.96666666666667,4.6,7.8,4.7
191,4.33333333333333,3.2,2.8,3.9,8
192,2.13333333333333,3.5,4.36666666666667,2.8,3.65
193,4.93333333333333,3.8,3.96666666666667,5.5,4.5
194,5.03333333333333,3.56666666666667,5.16666666666667,4.65,4.85
195,4.36666666666667,5.13333333333333,2.8,5.95,7.65
196,3.96666666666667,3.16666666666667,5.06666666666667,6.25,6
197,6,7.46666666666667,5.66666666666667,7.05,2.85
198,4.7,3.43333333333333,3.86666666666667,3.4,5.8
199,4.4,2.93333333333333,5.23333333333333,6.35,3.65
200,3.23333333333333,4.46666666666667,4.7,7.2,3.75
201,3.8,4.26666666666667,6.36666666666667,5.55,4.05
202,5.96666666666667,3.83333333333333,4.53333333333333,4.35,3.95
203,5.03333333333333,3.1,6.8,2.8,2.7
204,4.03333333333333,5.86666666666667,6.26666666666667,6.05,2.9
205,5.4,3.2,5.53333333333333,1.95,5.65
206,6.1,3.7,3.66666666666667,5.45,5.3
207,6.86666666666667,3.6,4.43333333333333,6.7,5.2
208,3.23333333333333,2.3,2.56666666666667,2.8,6.25
209,5.23333333333333,4.46666666666667,3.1,3.65,6.6
210,5.66666666666667,2.9,5.23333333333333,4.3,5.05
211,5.43333333333333,4.33333333333333,4.9,5.15,4.95
212,2.66666666666667,4.33333333333333,4.8,5.25,3.8
213,4.23333333333333,1.7,3.93333333333333,2.6,6.6
214,3.03333333333333,4.3,4.6,7.95,6
215,8.26666666666667,3.06666666666667,4.43333333333333,2.95,3.8
216,4.8,3.63333333333333,4.8,6,3.15
217,5.43333333333333,3.43333333333333,3.96666666666667,5.55,6.85
218,4.26666666666667,2.46666666666667,3.36666666666667,2.5,4.55
219,4.8,3.56666666666667,4.56666666666667,6.05,3.9
220,6.23333333333333,5.5,7.36666666666667,7.4,2.65
221,3.7,4.23333333333333,5.93333333333333,6.1,5.15
222,5.76666666666667,3.86666666666667,6.2,4.85,4.15
223,5.9,2.9,6.23333333333333,3.95,2.1
224,4.66666666666667,3.73333333333333,5.16666666666667,3.35,6.35
225,4.2,5.26666666666667,5.86666666666667,5.45,3.15
226,5.46666666666667,2.73333333333333,5.9,5.35,4.3
227,3.96666666666667,2.5,4.03333333333333,2.95,4.85
228,5.93333333333333,5.16666666666667,5.83333333333333,6.15,3.9
229,6,4.33333333333333,3.66666666666667,5.4,5.95
230,4.13333333333333,2.53333333333333,6.6,2.15,3.35
231,5.7,3.83333333333333,5.93333333333333,6.1,5.2
232,5.13333333333333,2.26666666666667,6.1,2.8,5.2
233,7.06666666666667,3.33333333333333,4.46666666666667,5.55,3.85
234,4.13333333333333,4.06666666666667,4.16666666666667,5.85,4.05
235,5.46666666666667,3.36666666666667,5.66666666666667,5.4,5.55
236,6.73333333333333,3.6,3.23333333333333,6.35,3.5
237,4.46666666666667,5.43333333333333,6.33333333333333,7.15,3.4
238,4.86666666666667,3.03333333333333,4.96666666666667,4.8,6.85
239,4.16666666666667,4.43333333333333,6.73333333333333,2.7,4
240,4.86666666666667,3.96666666666667,4.63333333333333,5.5,6.25
241,3.26666666666667,4,4.76666666666667,4.8,6.15
242,5.43333333333333,4.7,6.73333333333333,2.55,2.55
243,4.23333333333333,4.1,6.2,5.15,5.05
244,3.23333333333333,3.1,3.36666666666667,5.85,4.9
245,4.03333333333333,2.96666666666667,4.73333333333333,6.75,5.35
246,6.36666666666667,3.6,4.16666666666667,6.2,5.55
247,5.5,4.66666666666667,4.9,5.8,5.05
248,4.16666666666667,3.9,6.66666666666667,6.2,2.45
249,3.66666666666667,4.43333333333333,4.2,4.3,3
250,3.6,4.2,4.8,3.45,5.95
