essay_id,o_v30,c_v30,e_v30,a_v30,n_v30
210,4.8,3.13333333333333,5.3,4,5.43333333333333
211,4.4,4.66666666666667,4.03333333333333,4.63333333333333,3.96666666666667
212,3.3,4.16666666666667,4.4,4.8,3.53333333333333
213,4.5,1.63333333333333,4.2,3.26666666666667,6.13333333333333
214,4.23333333333333,3.8,3.8,5.93333333333333,4.23333333333333
215,6.16666666666667,3.86666666666667,4.13333333333333,3.4,4.3
216,4.56666666666667,3.53333333333333,5.06666666666667,4.83333333333333,3.56666666666667
217,4.43333333333333,3.5,3.7,4.93333333333333,5.56666666666667
218,4.06666666666667,2.43333333333333,3.36666666666667,3.83333333333333,5.06666666666667
219,4.13333333333333,3.06666666666667,4.33333333333333,5.1,4.46666666666667
220,5.96666666666667,5.53333333333333,6.1,6.16666666666667,3.86666666666667
221,4.06666666666667,3.9,5.43333333333333,4.66666666666667,4.93333333333333
222,5,4.06666666666667,5.96666666666667,4.53333333333333,5.16666666666667
223,4.13333333333333,2.56666666666667,5.2,3.7,3.46666666666667
224,5,4.66666666666667,4.5,3.73333333333333,6.33333333333333
225,4.2,4.2,5.26666666666667,4.9,2.8
226,5.13333333333333,3,5.43333333333333,4.56666666666667,5.13333333333333
227,3.36666666666667,2.96666666666667,3.96666666666667,3.9,5.53333333333333
228,5.33333333333333,4.46666666666667,4.83333333333333,5.3,3.93333333333333
229,4.83333333333333,4.76666666666667,3.23333333333333,4.06666666666667,4.86666666666667
230,3.9,2.3,5.13333333333333,2.9,4.73333333333333
231,5.3,4.73333333333333,5.5,4.63333333333333,4.76666666666667
232,4.8,2.36666666666667,5.16666666666667,3.66666666666667,5.53333333333333
233,5.4,3.23333333333333,4.63333333333333,4.7,3.5
234,3.96666666666667,3.86666666666667,4.1,5.03333333333333,4.06666666666667
235,4.8,3.43333333333333,5.23333333333333,4.4,5.36666666666667
236,4.7,3.83333333333333,3.5,4.93333333333333,3.46666666666667
237,4.7,3.76666666666667,5.9,5.53333333333333,3.7
238,4.53333333333333,2.26666666666667,5.23333333333333,4.4,6.2
239,4.06666666666667,3.66666666666667,5.83333333333333,3.4,4.66666666666667
240,4.56666666666667,3.4,3.8,4.33333333333333,3.93333333333333
241,4.13333333333333,3.86666666666667,4.56666666666667,4.93333333333333,5.03333333333333
242,5.16666666666667,5.5,4.6,2.9,3.96666666666667
243,4.53333333333333,3.66666666666667,4.7,5.1,5.76666666666667
244,3.96666666666667,3.63333333333333,3.4,4.66666666666667,4.73333333333333
245,4.2,2.76666666666667,5.03333333333333,5.1,5.23333333333333
246,4.83333333333333,3.53333333333333,3.73333333333333,4.53333333333333,4.86666666666667
247,5.23333333333333,4.1,4.86666666666667,5.13333333333333,4.43333333333333
248,4.33333333333333,2.8,6,5.46666666666667,3.86666666666667
249,3.13333333333333,4,3.5,3.23333333333333,3.2
250,3.5,3.4,3.83333333333333,4,5.43333333333333
