id,essay_id,of1,of2,of3,of4,of5,of6,cf1,cf2,cf3,cf4,cf5,cf6,ef1,ef2,ef3,ef4,ef5,ef6,af1,af2,af3,af4,af5,af6,nf1,nf2,nf3,nf4,nf5,nf6,model,temperature,input_tokens,output_tokens
11,2,2,4,6,5,3,4,3,2,4,5,3,2,5,5,3,6,3,4,5,7,4,4,7,5,6,1,3,6,5,6,gpt-5-mini-2025-08-07,0,1192,1305
12,2,2,4,6,5,5,5,4,3,5,4,3,3,6,5,3,5,3,4,5,6,4,5,7,6,6,1,5,7,3,6,gpt-5-mini-2025-08-07,0,1320,1305
13,2,3,5,6,5,3,4,5,2,4,3,3,3,5,4,3,5,4,4,5,7,4,5,7,5,6,1,3,6,4,6,gpt-5-mini-2025-08-07,0,1384,1305
14,2,3,3,6,5,6,5,3,3,5,4,4,3,6,5,3,6,4,5,6,7,5,5,7,6,7,1,4,7,5,7,gpt-5-mini-2025-08-07,0,1192,1305
15,2,3,4,6,6,5,5,4,3,3,4,3,4,5,5,3,6,5,5,6,7,4,6,7,6,6,2,5,8,5,6,gpt-5-mini-2025-08-07,0,1512,1305
16,2,3,3,5,5,4,3,3,2,4,5,3,4,4,4,2,5,2,3,5,7,5,5,7,5,6,1,5,7,4,6,gpt-5-mini-2025-08-07,0,1441,1305
17,2,5,4,6,6,5,5,3,2,5,4,3,2,6,6,4,6,5,4,6,7,4,5,7,5,6,1,4,6,6,7,gpt-5-mini-2025-08-07,0,936,1305
18,2,2,5,7,5,5,4,5,2,5,5,4,3,5,6,2,5,4,5,5,6,3,3,8,6,7,1,4,8,7,8,gpt-5-mini-2025-08-07,0,936,1305
19,2,4,4,6,6,3,5,4,2,4,5,4,3,5,4,2,5,2,4,5,7,3,4,7,5,6,2,4,6,6,6,gpt-5-mini-2025-08-07,0,1064,1305
20,2,2,3,6,4,5,6,5,2,5,4,3,2,5,4,2,6,4,4,6,6,3,5,7,6,6,1,3,7,7,7,gpt-5-mini-2025-08-07,0,1192,1305
21,3,7,6,7,5,7,5,3,2,3,3,2,2,4,3,3,4,5,5,3,7,3,3,6,5,8,3,5,7,8,8,gpt-5-mini-2025-08-07,0,1379,1436
22,3,5,6,7,6,7,6,3,2,2,3,2,2,4,3,3,5,4,5,4,7,3,2,6,5,7,4,4,6,7,7,gpt-5-mini-2025-08-07,0,1320,1436
23,3,7,6,8,6,7,3,3,4,4,5,2,2,5,3,4,6,5,5,2,7,2,2,6,4,7,5,4,6,8,7,gpt-5-mini-2025-08-07,0,1192,1436
24,3,8,7,7,6,8,5,4,2,2,5,2,2,5,3,3,6,5,5,4,8,3,2,6,4,7,5,5,5,7,6,gpt-5-mini-2025-08-07,0,1320,1436
25,3,8,6,6,5,8,3,4,2,2,4,2,2,5,3,3,6,4,5,4,7,3,2,6,5,6,3,5,6,7,6,gpt-5-mini-2025-08-07,0,1320,1436
26,3,8,6,6,4,7,4,4,2,3,4,2,2,5,3,3,5,5,5,5,8,4,3,7,4,6,3,5,6,7,6,gpt-5-mini-2025-08-07,0,1256,1436
27,3,6,5,7,6,7,4,3,2,3,5,2,2,5,4,3,5,5,5,3,7,2,3,6,4,7,4,5,6,7,6,gpt-5-mini-2025-08-07,0,1000,1436
28,3,7,6,7,5,7,3,3,4,3,5,3,2,5,4,3,5,4,5,4,7,2,3,6,4,7,4,5,6,7,6,gpt-5-mini-2025-08-07,0,1192,1436
29,3,7,6,7,6,8,3,3,2,3,5,2,2,4,3,4,5,4,4,3,7,2,3,5,3,7,4,5,6,7,6,gpt-5-mini-2025-08-07,0,1064,1436
30,3,6,6,7,6,7,3,4,2,4,4,3,2,5,3,3,5,4,5,2,7,2,2,6,5,7,4,4,7,7,6,gpt-5-mini-2025-08-07,0,1441,1436
31,4,7,2,9,6,5,6,6,6,6,6,5,6,7,7,3,7,8,8,8,6,5,6,3,8,9,1,1,8,6,8,gpt-5-mini-2025-08-07,0,1064,968
32,4,7,3,9,7,4,3,6,6,6,5,5,6,6,6,3,7,9,9,7,5,4,7,6,8,9,1,2,8,6,8,gpt-5-mini-2025-08-07,0,1320,968
33,4,3,3,9,6,5,6,6,6,6,6,6,6,7,7,5,7,8,8,7,6,4,5,7,8,8,1,1,7,5,8,gpt-5-mini-2025-08-07,0,1057,968
34,4,6,2,9,6,3,3,6,5,6,6,5,6,7,6,3,7,8,9,8,4,6,7,6,7,8,1,1,7,5,7,gpt-5-mini-2025-08-07,0,1256,968
35,4,5,3,9,6,4,6,6,6,6,7,6,7,8,7,3,7,8,9,6,5,5,5,8,8,9,1,1,8,5,8,gpt-5-mini-2025-08-07,0,1064,968
36,4,7,3,9,5,4,4,6,7,7,7,6,6,7,6,3,8,9,9,6,5,5,5,6,8,9,1,1,8,5,8,gpt-5-mini-2025-08-07,0,1192,968
37,4,6,3,9,6,3,4,6,4,5,6,5,7,7,7,3,7,8,9,6,6,4,7,5,8,9,1,1,8,6,8,gpt-5-mini-2025-08-07,0,1128,968
38,4,8,2,9,6,6,7,6,6,6,7,6,3,7,6,3,6,8,9,7,4,5,6,5,8,8,1,2,8,6,7,gpt-5-mini-2025-08-07,0,1320,968
39,4,7,2,8,5,6,6,5,6,6,5,5,5,8,6,4,8,8,9,6,5,5,6,4,7,8,1,2,8,7,8,gpt-5-mini-2025-08-07,0,1121,968
40,4,7,2,9,6,4,5,6,7,7,7,6,6,7,6,4,8,8,9,7,5,5,7,3,8,8,1,1,8,5,8,gpt-5-mini-2025-08-07,0,1383,968
41,5,4,2,6,5,4,3,4,3,5,6,3,3,6,6,5,6,5,7,5,7,3,5,7,5,5,2,2,6,6,6,gpt-5-mini-2025-08-07,0,1000,1638
42,5,2,2,6,5,5,5,5,2,4,6,3,2,7,6,6,6,5,5,6,8,3,3,7,3,6,3,3,6,7,6,gpt-5-mini-2025-08-07,0,1064,1638
43,5,5,3,7,6,5,4,5,3,4,6,3,3,6,6,6,6,5,7,5,7,4,4,6,5,6,3,3,6,6,6,gpt-5-mini-2025-08-07,0,1128,1638
44,5,5,2,6,5,4,3,5,3,5,7,5,3,6,6,6,7,6,6,4,8,3,4,7,4,6,3,4,6,7,6,gpt-5-mini-2025-08-07,0,1064,1638
45,5,4,2,7,5,5,4,5,4,5,7,5,4,6,7,5,5,5,6,5,7,4,5,6,5,6,3,3,7,7,7,gpt-5-mini-2025-08-07,0,1128,1638
46,5,4,3,7,6,5,4,5,3,5,7,4,4,7,6,6,6,6,7,5,7,4,4,6,6,6,4,5,7,6,6,gpt-5-mini-2025-08-07,0,1320,1638
47,5,5,2,7,5,5,4,3,3,3,6,2,3,6,6,6,6,5,6,5,7,4,4,6,5,5,4,3,6,6,6,gpt-5-mini-2025-08-07,0,1128,1638
48,5,4,3,6,6,4,3,5,2,3,6,3,3,6,6,5,6,4,6,5,7,4,3,6,4,5,3,4,5,6,5,gpt-5-mini-2025-08-07,0,1320,1638
49,5,4,2,7,5,5,3,6,3,4,7,4,3,7,7,6,6,5,6,5,8,3,3,5,4,6,4,2,6,7,6,gpt-5-mini-2025-08-07,0,1192,1638
50,5,2,2,7,6,3,3,5,3,2,6,3,2,7,6,5,5,4,6,5,7,3,3,6,5,5,3,3,5,6,5,gpt-5-mini-2025-08-07,0,1256,1638
51,6,8,7,7,4,8,7,5,2,3,3,2,3,6,5,3,4,6,5,5,6,6,5,7,8,6,2,5,6,7,6,gpt-5-mini-2025-08-07,0,1185,1432
52,6,7,7,7,5,8,6,3,2,4,5,3,2,6,5,3,5,6,5,6,7,5,4,5,6,6,2,5,5,8,6,gpt-5-mini-2025-08-07,0,1222,1432
53,6,8,8,8,5,8,7,3,2,3,3,2,2,6,6,3,4,5,5,6,7,4,5,7,7,5,2,5,6,7,7,gpt-5-mini-2025-08-07,0,1313,1432
54,6,8,7,7,5,8,8,3,2,3,3,2,2,6,5,3,4,4,5,5,7,5,6,6,7,6,2,5,6,7,6,gpt-5-mini-2025-08-07,0,1192,1432
55,6,8,7,8,7,8,8,3,2,3,4,2,3,6,5,3,5,5,5,5,7,4,6,6,7,6,3,5,5,7,6,gpt-5-mini-2025-08-07,0,1256,1432
56,6,7,7,7,4,8,6,3,2,3,4,2,2,6,5,3,4,4,5,5,7,4,4,6,7,6,1,5,6,8,8,gpt-5-mini-2025-08-07,0,1064,1432
57,6,8,8,8,4,8,7,4,2,4,3,2,2,6,5,3,4,6,5,6,3,5,5,6,8,6,2,5,6,7,7,gpt-5-mini-2025-08-07,0,1057,1432
58,6,8,8,7,4,8,5,4,2,3,3,2,2,6,4,3,4,6,5,5,7,3,4,7,7,6,2,5,6,7,8,gpt-5-mini-2025-08-07,0,1249,1432
59,6,8,7,8,5,8,6,3,2,4,3,3,5,6,5,3,4,6,5,4,7,3,5,6,7,6,2,5,6,8,8,gpt-5-mini-2025-08-07,0,1576,1432
60,6,8,7,8,5,8,6,5,2,5,4,3,2,7,6,4,5,6,6,5,7,5,5,6,7,6,3,5,6,7,7,gpt-5-mini-2025-08-07,0,1064,1432
61,7,6,4,6,5,4,5,4,2,4,3,3,2,5,4,4,5,5,6,5,7,3,4,6,5,5,2,2,6,6,5,gpt-5-mini-2025-08-07,0,1256,1357
62,7,5,4,5,4,5,6,5,2,3,4,3,2,6,6,5,5,5,7,6,7,3,3,6,5,3,3,2,4,7,6,gpt-5-mini-2025-08-07,0,1384,1357
63,7,3,3,6,5,6,6,5,2,3,5,3,2,6,4,3,6,4,6,5,6,3,3,6,5,5,1,2,6,7,5,gpt-5-mini-2025-08-07,0,1256,1357
64,7,4,3,5,5,4,2,5,2,3,5,3,2,6,5,5,5,5,6,5,7,3,4,4,5,5,4,2,5,7,4,gpt-5-mini-2025-08-07,0,1249,1357
65,7,5,2,6,5,5,4,3,2,3,4,2,2,6,5,3,4,5,6,6,7,5,4,6,6,6,2,2,5,6,5,gpt-5-mini-2025-08-07,0,1192,1357
66,7,5,3,5,4,4,5,5,2,4,3,2,2,6,4,5,6,5,6,4,7,2,4,5,5,5,2,2,6,7,5,gpt-5-mini-2025-08-07,0,1569,1357
67,7,5,4,7,5,5,6,5,2,4,6,3,2,6,5,5,4,6,7,5,7,4,4,6,5,5,2,3,7,8,6,gpt-5-mini-2025-08-07,0,1192,1357
68,7,6,3,5,4,6,5,6,2,3,4,3,2,6,4,5,6,5,7,4,8,5,4,6,5,5,3,3,4,6,4,gpt-5-mini-2025-08-07,0,1576,1357
69,7,5,2,6,5,5,6,4,2,3,4,3,2,6,3,3,5,5,7,6,6,3,3,5,3,5,2,2,5,6,4,gpt-5-mini-2025-08-07,0,1448,1357
70,7,6,3,6,5,4,5,5,3,3,4,3,2,6,3,4,6,6,7,6,7,3,3,7,4,4,2,2,5,7,5,gpt-5-mini-2025-08-07,0,1443,1357
71,8,5,6,7,5,3,5,4,6,6,7,5,3,5,5,6,7,6,5,3,7,2,3,5,6,6,8,4,2,6,5,gpt-5-mini-2025-08-07,0,1256,1098
72,8,6,6,7,6,3,4,4,2,5,5,3,2,5,4,6,6,6,4,3,7,2,2,5,5,7,8,3,2,7,6,gpt-5-mini-2025-08-07,0,936,1098
73,8,3,5,8,6,3,4,5,4,6,6,3,2,3,3,5,6,6,3,2,6,2,2,4,4,5,8,4,2,6,5,gpt-5-mini-2025-08-07,0,1127,1098
74,8,4,6,7,6,3,4,5,5,5,6,3,3,4,4,6,6,6,4,3,7,2,2,4,5,6,8,4,2,7,5,gpt-5-mini-2025-08-07,0,1441,1098
75,8,6,6,8,7,4,4,5,6,6,6,5,3,5,4,7,6,7,5,2,8,2,2,4,6,6,8,2,2,6,5,gpt-5-mini-2025-08-07,0,1377,1098
76,8,5,7,7,6,3,3,5,3,6,6,4,2,5,3,6,7,6,4,2,7,2,2,5,5,6,8,3,2,7,6,gpt-5-mini-2025-08-07,0,1384,1098
77,8,6,6,8,6,3,3,5,2,5,6,3,2,2,4,6,6,6,3,2,7,2,2,5,5,7,8,4,2,7,5,gpt-5-mini-2025-08-07,0,1000,1098
78,8,4,5,7,4,3,3,4,3,3,5,3,3,5,3,6,6,6,5,3,7,2,2,4,5,6,8,3,2,6,5,gpt-5-mini-2025-08-07,0,1192,1098
79,8,4,5,7,6,3,3,5,2,6,6,3,2,4,4,5,6,6,4,2,7,2,2,5,5,6,8,3,2,6,7,gpt-5-mini-2025-08-07,0,1256,1098
80,8,6,6,8,6,3,2,3,6,7,7,5,3,4,3,6,5,6,4,2,7,3,2,4,5,6,7,4,2,6,6,gpt-5-mini-2025-08-07,0,1256,1098
81,9,4,2,9,8,3,5,4,2,4,3,3,4,5,6,5,6,5,2,2,8,3,2,6,6,9,8,6,5,6,9,gpt-5-mini-2025-08-07,0,1448,1103
82,9,3,2,8,6,4,5,4,2,4,3,3,2,6,5,3,5,2,2,3,7,5,3,7,7,9,6,5,5,7,9,gpt-5-mini-2025-08-07,0,1384,1103
83,9,3,2,8,7,3,4,5,2,5,3,6,3,4,5,4,7,6,3,3,7,3,5,5,5,9,8,4,6,7,9,gpt-5-mini-2025-08-07,0,1128,1103
84,9,5,2,9,7,3,5,4,2,6,3,5,4,6,6,5,6,6,2,3,8,5,3,5,6,9,8,4,6,7,9,gpt-5-mini-2025-08-07,0,1320,1103
85,9,5,2,8,6,3,5,4,2,5,3,5,6,6,5,6,6,6,4,3,8,5,3,5,7,9,8,5,6,7,9,gpt-5-mini-2025-08-07,0,1379,1103
86,9,3,5,8,7,3,5,5,2,3,2,3,2,6,5,6,6,5,3,2,8,6,2,7,7,9,7,6,5,5,8,gpt-5-mini-2025-08-07,0,1512,1103
87,9,4,2,8,7,4,5,5,2,4,4,5,3,6,6,6,6,6,2,3,7,5,3,5,7,9,8,4,5,7,8,gpt-5-mini-2025-08-07,0,1057,1103
88,9,2,2,8,7,3,5,3,2,5,4,3,2,6,6,5,6,5,2,2,8,4,3,5,6,9,8,6,5,7,9,gpt-5-mini-2025-08-07,0,1059,1103
89,9,5,4,8,7,4,4,3,2,3,2,3,2,6,5,5,5,6,4,3,7,4,3,7,7,9,6,4,7,7,9,gpt-5-mini-2025-08-07,0,1320,1103
90,9,3,2,8,5,2,3,3,2,5,3,5,7,6,5,4,5,3,3,2,8,5,3,6,6,9,8,7,7,5,8,gpt-5-mini-2025-08-07,0,1320,1103
91,10,5,3,8,6,3,5,6,3,4,6,4,6,7,8,5,6,7,6,5,6,6,3,4,7,8,6,4,8,6,7,gpt-5-mini-2025-08-07,0,1384,1087
92,10,3,3,8,5,5,6,6,3,4,6,3,5,7,7,3,6,7,6,3,7,6,2,2,7,8,5,4,8,5,7,gpt-5-mini-2025-08-07,0,1320,1087
93,10,5,4,8,6,4,2,5,3,5,6,3,6,6,6,4,5,6,6,5,6,6,4,2,6,8,6,4,8,5,7,gpt-5-mini-2025-08-07,0,1256,1087
94,10,2,5,8,6,4,5,5,2,4,5,3,6,7,6,4,6,7,6,5,6,7,4,3,7,8,6,4,8,3,8,gpt-5-mini-2025-08-07,0,1384,1087
95,10,6,6,7,6,5,4,5,4,5,6,4,7,6,6,3,6,7,5,5,6,7,3,6,7,8,6,5,8,4,7,gpt-5-mini-2025-08-07,0,1192,1087
96,10,3,4,8,6,4,5,6,3,5,5,4,7,7,6,5,6,6,6,6,6,7,5,3,7,8,6,4,8,4,7,gpt-5-mini-2025-08-07,0,1384,1087
97,10,3,5,8,6,5,6,6,3,5,5,4,7,7,7,4,6,7,6,5,7,7,5,5,7,8,5,3,8,6,7,gpt-5-mini-2025-08-07,0,1128,1087
98,10,5,6,8,6,3,5,5,3,4,5,4,7,6,6,5,6,7,6,5,6,6,4,6,7,8,5,4,8,4,7,gpt-5-mini-2025-08-07,0,1384,1087
99,10,3,5,8,6,4,3,6,3,4,5,4,7,7,7,5,6,7,6,5,6,7,3,2,7,8,5,4,8,6,7,gpt-5-mini-2025-08-07,0,1320,1087
100,10,4,3,8,6,4,3,5,3,5,6,5,6,6,7,5,6,6,6,4,5,6,4,3,6,8,6,4,8,5,8,gpt-5-mini-2025-08-07,0,1256,1087
101,11,2,4,8,2,3,3,4,2,6,3,4,2,4,2,3,2,2,3,4,6,2,5,7,3,5,5,5,5,7,6,gpt-5-mini-2025-08-07,0,1256,1196
102,11,2,2,8,4,2,3,4,5,7,3,7,2,5,4,4,2,2,3,4,8,3,5,5,3,5,5,4,3,6,6,gpt-5-mini-2025-08-07,0,1640,1196
103,11,2,3,7,6,3,2,4,2,6,3,6,2,4,2,3,3,2,2,4,7,2,4,6,3,6,5,3,5,6,6,gpt-5-mini-2025-08-07,0,1192,1196
104,11,2,2,7,6,3,1,3,5,6,4,6,2,4,3,4,2,1,3,3,7,1,5,6,2,5,6,5,5,5,5,gpt-5-mini-2025-08-07,0,1000,1196
105,11,2,3,7,5,3,2,3,2,5,3,5,2,5,4,3,2,2,3,3,7,2,4,7,4,6,5,6,3,5,6,gpt-5-mini-2025-08-07,0,1000,1196
106,11,2,2,6,4,3,2,3,3,5,2,5,2,4,3,5,2,2,3,4,8,2,5,6,3,4,6,5,4,5,6,gpt-5-mini-2025-08-07,0,1441,1196
107,11,2,4,8,5,3,2,3,2,6,2,5,3,3,3,4,2,2,2,3,6,2,3,5,2,5,6,4,3,4,5,gpt-5-mini-2025-08-07,0,1320,1196
108,11,2,2,6,4,3,2,3,2,5,3,4,2,4,3,3,2,2,3,4,7,2,4,6,3,5,4,3,3,5,5,gpt-5-mini-2025-08-07,0,1384,1196
109,11,3,2,8,5,3,2,3,2,6,4,4,3,4,3,3,2,2,2,3,7,2,4,7,3,7,5,5,4,6,6,gpt-5-mini-2025-08-07,0,1313,1196
110,11,3,2,5,3,4,3,4,2,6,2,4,3,5,2,3,2,2,3,4,7,2,3,7,3,5,3,4,3,5,5,gpt-5-mini-2025-08-07,0,1192,1196
111,12,6,5,7,5,7,7,6,4,7,8,5,8,3,3,6,5,3,4,3,7,4,3,6,3,8,4,4,8,3,7,gpt-5-mini-2025-08-07,0,1384,1431
112,12,3,5,7,6,8,7,7,6,7,7,5,8,4,4,6,6,3,3,4,8,3,3,8,5,8,4,2,9,7,8,gpt-5-mini-2025-08-07,0,1320,1431
113,12,6,6,7,6,8,7,8,5,6,7,6,8,4,5,5,6,4,5,4,6,4,3,7,4,8,5,4,8,3,6,gpt-5-mini-2025-08-07,0,1536,1431
114,12,5,6,7,3,8,7,7,5,6,6,5,8,5,5,3,5,3,4,5,7,4,5,7,4,8,5,4,8,3,7,gpt-5-mini-2025-08-07,0,1384,1431
115,12,4,5,7,5,8,7,7,3,6,7,5,8,3,4,6,5,3,4,3,7,2,5,6,3,8,5,3,8,6,7,gpt-5-mini-2025-08-07,0,1000,1431
116,12,5,5,6,5,8,7,7,5,6,7,6,8,4,3,6,5,4,3,4,7,4,3,7,3,7,5,4,8,2,6,gpt-5-mini-2025-08-07,0,1320,1431
117,12,2,4,5,5,8,7,6,3,5,7,6,8,3,4,6,5,5,4,3,6,3,3,5,3,8,5,4,8,6,7,gpt-5-mini-2025-08-07,0,1441,1431
118,12,2,4,6,5,7,6,6,4,6,7,4,8,3,2,4,4,3,4,3,7,3,2,7,4,8,5,3,8,3,7,gpt-5-mini-2025-08-07,0,1448,1431
119,12,5,4,7,5,8,6,7,7,7,7,6,8,4,3,5,6,4,3,3,7,4,5,8,4,8,3,2,9,4,8,gpt-5-mini-2025-08-07,0,1320,1431
120,12,5,4,7,3,8,7,8,7,7,8,7,8,3,3,6,4,2,3,3,7,3,7,8,4,8,5,3,8,5,7,gpt-5-mini-2025-08-07,0,1320,1431
121,13,6,5,7,4,5,3,4,2,3,5,2,2,6,4,3,5,5,6,5,6,4,4,6,6,6,3,3,5,7,6,gpt-5-mini-2025-08-07,0,1377,1491
122,13,7,5,8,5,3,4,4,2,5,5,3,2,6,5,3,6,6,7,4,7,4,5,6,6,6,3,2,6,7,6,gpt-5-mini-2025-08-07,0,1000,1491
123,13,6,4,8,5,3,2,5,2,4,5,3,2,7,5,3,4,6,7,6,6,3,3,5,6,6,2,2,5,7,6,gpt-5-mini-2025-08-07,0,1128,1491
124,13,4,5,8,5,6,3,5,3,5,6,3,2,8,5,3,6,6,7,5,7,5,5,6,8,6,3,2,6,7,6,gpt-5-mini-2025-08-07,0,1000,1491
125,13,3,4,8,5,4,5,4,2,5,6,4,2,6,5,3,5,6,7,6,7,4,4,6,7,5,2,2,5,7,7,gpt-5-mini-2025-08-07,0,1128,1491
126,13,7,6,8,5,7,4,3,2,2,5,2,2,7,6,3,4,5,6,6,8,6,7,6,8,6,2,2,6,7,6,gpt-5-mini-2025-08-07,0,1384,1491
127,13,7,6,8,6,3,4,4,2,3,5,2,3,7,5,3,4,6,7,5,7,4,6,8,7,6,2,2,5,8,6,gpt-5-mini-2025-08-07,0,1320,1491
128,13,3,4,7,5,3,5,3,2,4,5,2,2,6,5,3,4,5,6,4,7,5,4,6,6,6,2,3,6,7,6,gpt-5-mini-2025-08-07,0,1448,1491
129,13,6,5,8,6,6,6,4,3,5,6,3,2,7,6,3,6,7,7,6,8,4,4,7,7,6,2,2,5,6,6,gpt-5-mini-2025-08-07,0,1128,1491
130,13,2,4,8,4,5,6,3,2,5,5,3,2,7,5,3,6,6,7,6,7,5,5,6,8,6,3,2,5,7,7,gpt-5-mini-2025-08-07,0,1000,1491
131,14,4,6,7,6,6,7,3,2,2,5,2,2,7,8,5,8,7,7,6,7,3,3,6,6,6,5,5,7,8,6,gpt-5-mini-2025-08-07,0,1384,1826
132,14,4,6,8,6,4,6,3,2,2,4,2,2,7,8,6,8,7,8,5,6,5,3,6,6,5,4,4,6,8,6,gpt-5-mini-2025-08-07,0,1896,1826
133,14,5,7,8,7,5,6,5,2,3,5,2,2,8,8,6,7,8,8,5,6,4,3,3,6,6,3,3,6,8,7,gpt-5-mini-2025-08-07,0,1064,1826
134,14,4,6,8,6,6,4,4,2,2,3,2,2,7,7,5,8,7,7,5,7,3,2,5,5,6,5,4,6,8,6,gpt-5-mini-2025-08-07,0,1505,1826
135,14,7,6,7,7,5,7,3,2,2,4,2,2,8,8,6,8,7,8,5,7,5,3,4,6,5,4,4,6,8,7,gpt-5-mini-2025-08-07,0,936,1826
136,14,4,6,8,5,4,3,5,2,2,4,2,2,8,8,6,8,8,8,5,7,3,3,2,5,6,2,3,6,8,6,gpt-5-mini-2025-08-07,0,1384,1826
137,14,4,6,8,7,5,6,3,2,2,3,2,2,7,8,5,7,7,6,5,7,3,3,3,5,5,4,5,6,8,6,gpt-5-mini-2025-08-07,0,1256,1826
138,14,6,6,8,7,5,5,4,2,2,5,3,2,8,8,6,7,7,8,5,6,3,4,3,6,6,3,3,6,8,7,gpt-5-mini-2025-08-07,0,1128,1826
139,14,5,6,8,7,5,4,4,2,2,4,2,2,7,7,5,8,7,7,4,7,3,3,3,5,6,4,5,6,8,7,gpt-5-mini-2025-08-07,0,1128,1826
140,14,5,6,8,7,6,5,4,2,3,5,2,2,8,8,6,8,8,8,5,8,3,4,7,6,6,5,4,7,8,7,gpt-5-mini-2025-08-07,0,1128,1826
141,15,2,2,6,5,3,3,3,2,4,3,2,2,4,5,4,4,6,6,4,6,2,4,7,3,5,1,3,5,7,5,gpt-5-mini-2025-08-07,0,1128,921
142,15,2,2,5,6,3,2,3,2,4,3,2,3,4,6,3,5,6,5,4,6,2,5,7,3,5,1,3,3,6,5,gpt-5-mini-2025-08-07,0,936,921
143,15,2,3,6,5,6,4,4,5,5,3,2,3,5,6,3,5,6,6,4,7,2,5,6,3,5,1,3,4,6,5,gpt-5-mini-2025-08-07,0,1256,921
144,15,4,3,5,6,2,3,4,2,4,3,2,2,5,6,3,6,7,6,5,6,2,4,7,3,5,2,3,5,7,5,gpt-5-mini-2025-08-07,0,1192,921
145,15,3,2,4,6,2,3,3,2,4,3,2,2,5,6,4,5,7,6,4,7,2,4,7,3,6,2,3,5,7,5,gpt-5-mini-2025-08-07,0,1256,921
146,15,4,2,5,5,3,2,3,2,3,3,2,4,4,5,3,2,6,5,4,7,2,3,6,3,5,1,3,5,6,5,gpt-5-mini-2025-08-07,0,1569,921
147,15,2,2,5,6,5,2,4,4,4,3,2,3,4,6,3,5,7,6,4,7,2,4,6,3,6,1,2,5,7,4,gpt-5-mini-2025-08-07,0,936,921
148,15,2,3,5,5,3,4,3,2,4,3,2,3,5,6,4,5,7,6,4,7,2,3,7,3,5,2,3,3,7,4,gpt-5-mini-2025-08-07,0,1761,921
149,15,2,2,5,5,3,3,3,2,4,3,2,2,5,6,3,4,6,6,5,7,2,3,5,3,5,2,3,5,6,5,gpt-5-mini-2025-08-07,0,1249,921
150,15,2,2,3,6,2,3,3,3,3,3,2,3,5,6,4,6,7,6,5,6,3,3,7,3,5,2,3,5,7,4,gpt-5-mini-2025-08-07,0,1384,921
151,16,2,2,7,6,3,2,3,5,6,3,3,4,2,2,5,4,6,4,2,7,1,2,5,2,6,8,2,5,5,5,gpt-5-mini-2025-08-07,0,1315,723
152,16,2,2,6,3,2,2,4,3,4,3,3,3,3,3,5,3,5,4,2,7,2,2,5,2,5,7,2,5,5,5,gpt-5-mini-2025-08-07,0,1000,723
153,16,2,3,7,6,2,2,4,5,5,5,4,3,3,4,5,5,6,4,2,7,1,2,4,2,6,8,2,5,6,5,gpt-5-mini-2025-08-07,0,936,723
154,16,2,2,6,6,2,2,3,4,5,3,3,2,2,3,5,5,6,3,2,7,1,2,4,2,6,8,2,5,6,5,gpt-5-mini-2025-08-07,0,1256,723
155,16,2,2,7,6,5,2,4,6,6,4,4,3,4,4,5,5,6,4,2,7,1,3,5,3,6,8,2,5,6,5,gpt-5-mini-2025-08-07,0,1065,723
156,16,2,3,7,5,2,3,3,5,5,3,2,3,4,3,5,5,6,3,3,7,2,3,5,2,6,8,2,5,5,5,gpt-5-mini-2025-08-07,0,1128,723
